# opt_x	opt_y	sar_x	sar_y
24.5	562.5	24.5	564.5
180.5	809.5	180.5	808.5
162.5	689.5	163.5	689.5
104.5	795.5	102.5	797.5
990.5	552.5	988.5	550.5
158.5	581.5	160.5	583.5
168.5	624.5	168.5	621.5
346.5	957.5	344.5	957.5
268.5	547.5	267.5	547.5
 3.5	911.5	 3.5	912.5
906.5	571.5	907.5	572.5
828.5	710.5	830.5	708.5
44.5	737.5	45.5	739.5
997.5	907.5	995.5	907.5
17.5	603.5	15.5	603.5
275.5	704.5	274.5	703.5
312.5	1011.5	314.5	1011.5
257.5	871.5	255.5	870.5
273.5	994.5	271.5	995.5
23.5	522.5	23.5	524.5
114.5	982.5	114.5	985.5
941.5	907.5	939.5	907.5
256.5	519.5	256.5	520.5
881.5	657.5	883.5	659.5
736.5	571.5	734.5	570.5
448.5	515.5	449.5	513.5
628.5	826.5	629.5	825.5
257.5	554.5	256.5	554.5
599.5	545.5	601.5	545.5
14.5	662.5	14.5	662.5
313.5	923.5	312.5	925.5
813.5	623.5	813.5	622.5
100.5	924.5	101.5	925.5
495.5	600.5	495.5	601.5
556.5	817.5	556.5	820.5
304.5	1016.5	303.5	1016.5
1016.5	819.5	1016.5	821.5
380.5	517.5	379.5	517.5
927.5	716.5	927.5	717.5
579.5	797.5	577.5	798.5
942.5	820.5	944.5	821.5
737.5	563.5	738.5	564.5
570.5	845.5	569.5	844.5
114.5	991.5	114.5	992.5
84.5	690.5	82.5	690.5
682.5	785.5	681.5	787.5
143.5	887.5	144.5	885.5
587.5	793.5	585.5	792.5
408.5	951.5	408.5	951.5
558.5	801.5	559.5	801.5
412.5	516.5	412.5	513.5
394.5	923.5	393.5	925.5
475.5	948.5	476.5	947.5
269.5	914.5	269.5	914.5
849.5	979.5	848.5	979.5
