# opt_x	opt_y	sar_x	sar_y
1013.5	303.3	1007.4	301.2
1003.1	490.6	1001.0	492.7
1002.0	312.3	1005.7	306.8
1001.2	242.0	993.6	232.8
989.4	186.6	997.8	187.3
19.0	221.2	28.6	218.6
948.1	645.2	951.3	653.8
943.3	657.7	948.6	649.4
28.5	793.5	31.1	790.7
940.4	442.7	940.1	448.5
940.1	724.8	942.8	716.5
936.1	1008.9	940.1	1009.3
39.0	744.2	44.7	748.4
39.4	474.0	40.2	471.0
890.8	397.6	884.6	393.0
855.2	359.2	855.7	357.7
55.9	184.9	51.4	177.6
851.8	447.1	850.4	448.2
58.0	870.8	50.5	877.8
847.4	18.6	852.4	28.3
70.2	257.0	72.3	255.0
70.6	408.1	73.3	407.8
783.2	713.2	775.8	715.6
75.1	217.6	77.2	216.5
775.6	496.7	766.7	498.1
775.5	849.5	781.6	856.6
774.5	208.7	769.7	203.2
84.9	611.2	92.8	616.4
758.1	213.0	758.3	212.1
736.5	548.5	729.6	541.0
733.8	252.7	739.3	249.9
732.7	854.7	737.7	852.3
728.8	209.0	736.9	205.9
728.3	857.0	729.4	852.4
104.6	333.6	104.7	327.2
712.0	768.5	706.6	763.8
696.6	209.7	692.6	217.7
680.0	601.3	680.3	602.8
677.8	482.4	683.4	478.7
657.9	308.7	655.3	313.1
141.8	366.1	143.1	369.4
143.3	650.6	148.5	660.5
582.3	321.3	574.8	319.8
580.2	133.5	587.0	143.1
158.7	554.0	150.1	555.1
163.0	193.4	154.1	190.3
557.1	883.5	553.5	888.0
550.2	882.3	550.9	879.8
169.5	554.8	165.8	548.5
170.8	210.5	177.0	203.9
173.0	455.9	174.3	448.3
525.0	205.3	520.0	200.8
523.7	138.1	530.7	142.5
522.0	191.0	512.0	200.5
518.8	846.7	519.0	836.9
513.0	693.8	510.4	690.7
505.9	497.3	500.3	502.5
493.8	45.0	491.6	39.0
470.8	831.9	468.4	830.8
455.3	864.0	451.8	857.9
197.1	860.5	190.5	865.2
439.9	75.1	440.4	69.8
201.4	842.8	208.1	839.5
201.4	206.6	198.4	205.4
204.3	873.1	195.5	873.0
412.0	838.0	408.3	835.5
207.9	841.4	209.5	832.5
404.4	473.8	401.0	476.5
213.5	348.9	219.1	350.1
388.0	362.6	385.4	354.5
387.6	844.9	387.9	850.3
377.9	851.6	380.0	855.9
377.3	827.7	370.6	835.5
376.5	608.2	371.4	611.1
222.3	185.4	225.5	184.2
341.7	332.7	335.8	329.5
339.4	106.9	336.4	102.3
332.1	721.9	325.1	722.6
321.2	213.6	325.0	216.1
315.2	698.5	311.1	690.8
303.4	914.0	300.8	906.5
301.1	903.3	299.8	901.4
299.8	168.1	301.9	162.6
298.8	897.0	297.6	893.6
248.9	648.3	247.3	650.3
254.4	231.6	259.2	231.8
254.9	455.4	262.0	455.0
269.6	357.2	263.6	349.9
258.3	461.3	248.9	452.0
263.7	856.1	265.6	846.6
898.0	699.2	890.8	690.1
463.9	881.5	466.7	873.5
54.4	88.4	46.4	92.9
622.5	31.7	630.4	31.2
476.5	863.2	471.5	859.7
596.4	218.6	600.4	218.2
444.1	561.1	444.5	556.6
500.5	953.7	491.5	961.3
913.9	166.6	906.9	159.2
