# opt_x	opt_y	sar_x	sar_y
929.9	610.7	932.6	612.4
417.8	650.2	423.6	652.6
268.6	670.3	271.0	679.8
447.1	232.2	448.8	237.4
237.3	95.5	242.6	99.8
967.3	879.9	957.6	887.2
913.0	333.2	915.2	333.9
532.9	938.7	535.0	932.7
838.3	416.6	838.9	419.6
16.2	982.9	10.3	986.2
194.8	407.1	200.1	409.4
553.6	984.1	549.3	982.3
183.6	145.5	188.1	146.9
557.1	931.0	560.1	923.9
561.4	950.6	566.5	952.5
907.8	24.8	908.0	27.7
868.2	620.6	869.4	623.5
579.8	934.4	582.7	936.6
607.7	983.7	611.3	987.0
609.1	967.3	611.4	968.1
615.1	44.1	620.3	51.5
628.5	226.6	630.7	235.3
662.1	949.1	657.1	952.0
716.6	275.8	708.0	274.8
727.8	1009.7	732.4	1011.8
748.0	239.6	749.2	238.1
767.7	626.6	759.4	629.2
350.9	986.3	352.6	987.9
366.1	454.2	363.1	454.7
953.9	713.0	951.8	710.6
938.8	495.1	947.4	503.3
397.0	603.1	397.8	607.7
444.4	640.0	448.6	648.8
445.2	909.5	437.9	905.4
462.8	437.7	454.8	429.9
463.5	778.7	472.7	775.8
252.5	912.2	254.1	913.5
474.0	409.4	483.3	408.9
750.1	129.7	741.8	122.6
247.4	701.8	253.3	706.0
246.1	936.7	253.6	941.4
484.2	960.4	487.8	966.4
 8.0	227.4	12.3	228.4
489.3	457.2	495.1	466.8
917.1	348.9	917.8	352.1
747.6	198.3	738.3	202.9
497.1	933.2	504.4	930.1
966.3	514.8	968.3	515.3
506.0	206.7	510.4	214.7
739.3	128.2	746.3	128.1
737.9	38.2	745.9	47.8
513.3	749.7	514.2	748.0
733.4	198.2	731.4	203.7
545.1	230.7	549.4	231.7
547.7	1005.1	554.7	1008.8
553.2	919.1	548.9	909.9
71.2	256.7	70.0	259.4
560.7	965.7	567.0	968.2
578.8	1005.9	582.5	1004.3
168.0	140.8	172.7	140.5
885.5	107.9	888.3	110.0
717.2	197.9	709.6	201.0
587.8	968.0	590.6	968.8
588.2	817.0	589.4	825.8
592.8	1006.1	599.5	1005.3
975.2	951.4	978.4	949.2
601.3	140.3	607.0	145.9
610.6	950.2	605.1	950.5
995.7	453.5	997.0	446.9
145.5	920.9	149.0	917.4
621.0	937.2	616.2	941.6
642.4	971.4	644.2	976.4
990.3	951.6	1000.0	953.5
656.7	24.2	659.0	25.2
992.1	745.4	996.7	744.1
671.5	186.2	677.3	192.4
673.2	378.9	674.2	377.5
805.9	822.3	802.8	825.9
872.0	743.0	873.7	752.7
809.3	100.4	814.1	105.3
93.0	940.2	95.7	944.0
684.0	109.7	679.1	110.7
772.8	830.0	779.7	832.0
268.6	913.1	260.3	919.8
675.1	19.5	680.4	26.7
767.0	25.0	772.2	17.8
923.4	943.5	916.9	943.1
90.0	645.9	95.4	644.1
693.4	198.5	687.1	195.2
118.6	978.2	121.3	979.9
242.6	928.5	241.0	937.9
694.8	974.2	700.1	973.6
126.1	905.6	118.1	915.3
632.5	11.4	635.1	10.7
629.6	961.0	632.3	963.5
135.3	903.5	138.7	912.7
744.9	588.5	747.0	590.6
136.1	973.3	142.7	974.0
915.8	416.3	920.3	421.4
349.5	46.0	352.1	50.4
702.2	261.2	707.7	255.3
222.1	143.9	215.2	134.6
967.7	890.8	971.1	891.9
606.7	637.7	611.5	639.3
390.2	603.5	393.2	602.2
968.3	268.2	970.3	269.2
532.5	60.1	533.2	64.0
600.0	647.5	608.4	657.4
1018.6	929.9	1019.5	923.6
887.5	457.9	882.9	462.8
160.6	996.5	168.1	989.3
593.4	21.1	585.1	13.3
164.0	922.0	166.3	927.3
587.5	959.2	591.1	960.2
193.8	48.1	199.9	52.0
584.8	398.4	586.9	402.4
718.3	129.3	715.0	122.7
998.4	616.0	989.0	617.6
72.9	997.6	66.3	989.4
925.3	167.3	929.0	164.7
805.3	61.3	801.2	63.5
447.2	1008.1	439.0	1000.3
171.6	821.8	179.9	822.5
582.7	578.9	587.5	584.2
109.6	883.7	107.1	885.6
977.5	1001.5	982.3	999.7
385.8	997.4	391.9	1000.8
964.0	228.6	966.2	234.9
247.5	239.0	253.7	238.8
749.3	980.8	754.4	984.6
738.0	583.8	742.1	592.4
502.0	139.6	498.0	140.5
316.3	821.7	317.9	824.4
515.7	119.2	508.8	122.3
55.0	871.3	47.3	878.7
593.0	985.8	594.8	988.3
777.3	106.4	778.4	102.8
895.3	48.2	890.6	42.4
