# opt_x	opt_y	sar_x	sar_y
1000.7	490.7	1009.4	486.5
981.3	109.8	983.8	119.1
979.7	43.5	989.5	40.9
16.2	390.4	16.0	391.6
955.0	527.7	958.4	518.3
936.5	198.6	943.3	208.2
27.3	546.7	21.0	538.2
905.7	421.1	913.4	426.7
29.5	378.2	23.6	379.0
895.7	18.6	891.8	21.4
32.3	372.4	28.8	374.9
880.5	77.6	882.4	76.7
868.1	309.8	864.5	303.3
37.0	397.0	37.5	394.2
865.0	112.2	860.8	119.6
37.5	428.0	36.5	420.9
39.7	365.9	39.1	371.5
842.9	694.1	835.2	689.5
842.7	635.0	843.5	628.4
832.0	261.4	835.5	267.3
828.9	270.4	830.5	271.8
822.2	221.8	815.8	220.0
819.0	329.8	820.5	331.1
48.7	360.9	45.6	364.4
813.6	148.0	814.7	153.9
52.6	381.8	45.9	383.6
799.5	362.8	801.2	371.3
799.2	244.1	803.5	247.2
798.8	810.1	806.9	808.9
791.8	497.1	784.4	498.1
58.1	393.2	52.1	395.7
791.7	379.4	797.0	386.3
786.2	576.0	784.8	585.8
784.6	215.4	787.2	219.3
782.0	171.3	778.8	171.7
61.9	350.1	57.3	351.8
773.4	405.6	764.0	399.0
769.3	266.2	760.0	261.6
767.1	548.5	762.6	553.4
767.1	325.2	764.6	334.6
748.9	209.2	747.4	217.6
747.8	203.1	740.1	206.3
736.8	623.5	740.8	618.4
730.6	184.0	737.2	180.9
726.1	317.0	722.1	317.7
720.1	476.1	730.0	467.4
720.1	177.6	714.0	185.6
716.5	213.4	720.5	220.3
88.9	336.4	95.3	338.7
713.5	724.1	710.0	733.3
706.1	220.9	705.1	226.2
687.0	279.6	691.1	283.3
680.0	429.6	677.2	437.1
679.7	191.6	680.5	185.3
676.0	236.0	678.9	240.1
665.5	213.2	665.9	214.3
658.8	233.0	663.7	235.8
651.4	308.7	654.7	314.8
113.9	111.1	115.9	112.2
638.5	426.6	630.1	424.4
117.4	89.5	127.3	87.8
627.8	234.0	622.4	237.0
620.4	330.8	626.4	332.0
123.8	795.7	127.9	803.8
619.9	141.4	617.4	142.3
612.8	204.7	621.2	201.4
612.1	195.4	614.8	190.5
607.6	448.6	603.9	444.9
128.2	32.0	136.9	35.4
604.7	135.7	602.3	143.1
135.0	67.6	140.6	69.7
589.7	218.9	595.2	218.9
582.0	300.5	585.9	299.0
579.3	893.8	580.4	887.4
572.7	213.5	578.5	219.0
145.4	232.0	144.6	234.9
559.6	187.0	567.6	190.8
148.2	330.4	151.4	336.8
557.8	487.6	550.5	486.5
551.1	55.6	560.1	57.9
516.8	624.5	526.0	620.4
515.1	278.4	521.3	277.5
506.4	26.1	505.1	17.6
504.9	720.7	514.9	725.1
493.8	478.0	499.6	468.2
487.7	472.1	490.1	462.3
473.3	74.5	478.2	66.3
470.7	980.6	466.4	972.5
469.2	136.3	463.5	135.7
467.8	933.3	474.4	925.1
177.6	770.0	168.6	760.9
461.2	484.6	461.9	480.6
458.6	571.4	460.7	576.9
454.0	580.4	446.2	571.2
451.6	110.6	441.7	109.8
449.4	212.9	458.2	216.2
431.7	24.5	432.0	34.4
427.4	152.5	421.7	158.8
409.7	188.2	406.1	190.0
402.7	54.2	401.8	56.3
395.8	197.4	396.6	201.5
395.3	101.9	400.5	100.5
387.9	945.0	397.1	943.8
361.4	559.5	363.7	563.0
293.4	109.6	288.6	102.3
737.0	455.1	736.1	457.8
20.4	507.0	15.4	499.7
154.3	154.2	148.0	153.8
927.2	237.6	929.6	238.1
