# opt_x	opt_y	sar_x	sar_y
200.0	487.0	197.0	480.0
263.0	392.0	257.0	399.0
757.0	716.0	748.0	717.0
397.0	785.0	394.0	787.0
397.0	703.0	390.0	697.0
43.0	698.0	45.0	707.0
292.0	557.0	291.0	553.0
156.0	537.0	156.0	542.0
1010.0	527.0	1005.0	532.0
640.0	423.0	636.0	421.0
340.0	268.0	343.0	271.0
683.0	1003.0	686.0	1000.0
55.0	542.0	54.0	541.0
992.0	550.0	991.0	551.0
423.0	963.0	420.0	962.0
695.0	992.0	697.0	983.0
319.0	402.0	328.0	403.0
407.0	1012.0	411.0	1012.0
445.0	992.0	449.0	994.0
483.0	122.0	488.0	129.0
568.0	268.0	569.0	267.0
1014.0	404.0	1019.0	396.0
97.0	511.0	97.0	518.0
407.0	321.0	412.0	321.0
314.0	415.0	308.0	419.0
790.0	259.0	788.0	262.0
431.0	363.0	439.0	358.0
1021.0	365.0	1023.0	373.0
379.0	900.0	375.0	905.0
391.0	760.0	387.0	761.0
168.0	543.0	160.0	546.0
254.0	962.0	247.0	955.0
955.0	582.0	955.0	590.0
660.0	715.0	668.0	717.0
524.0	405.0	530.0	406.0
917.0	376.0	916.0	384.0
831.0	248.0	828.0	244.0
703.0	973.0	702.0	970.0
621.0	876.0	629.0	875.0
652.0	389.0	648.0	387.0
391.0	752.0	392.0	750.0
503.0	967.0	496.0	962.0
143.0	622.0	144.0	618.0
76.0	1011.0	74.0	1009.0
367.0	1006.0	362.0	1005.0
552.0	674.0	548.0	676.0
171.0	719.0	169.0	718.0
448.0	414.0	441.0	415.0
617.0	961.0	622.0	955.0
987.0	444.0	994.0	437.0
645.0	609.0	647.0	615.0
161.0	910.0	166.0	908.0
527.0	267.0	532.0	266.0
349.0	304.0	343.0	306.0
950.0	324.0	952.0	318.0
809.0	364.0	806.0	368.0
563.0	867.0	565.0	863.0
764.0	461.0	764.0	467.0
392.0	742.0	386.0	738.0
103.0	267.0	108.0	268.0
483.0	516.0	487.0	520.0
839.0	885.0	839.0	884.0
375.0	528.0	374.0	519.0
721.0	778.0	722.0	778.0
478.0	794.0	485.0	797.0
670.0	995.0	672.0	993.0
285.0	241.0	294.0	241.0
424.0	763.0	430.0	763.0
711.0	988.0	705.0	987.0
420.0	376.0	419.0	377.0
524.0	571.0	529.0	569.0
523.0	877.0	532.0	875.0
290.0	291.0	289.0	294.0
155.0	967.0	162.0	962.0
260.0	250.0	260.0	249.0
103.0	783.0	111.0	783.0
502.0	390.0	509.0	391.0
1018.0	141.0	1016.0	135.0
95.0	434.0	98.0	429.0
964.0	179.0	959.0	176.0
949.0	266.0	946.0	266.0
499.0	879.0	495.0	880.0
190.0	1005.0	197.0	1007.0
594.0	128.0	593.0	121.0
527.0	303.0	519.0	307.0
59.0	720.0	61.0	718.0
744.0	242.0	750.0	247.0
530.0	987.0	526.0	984.0
789.0	106.0	788.0	108.0
582.0	311.0	573.0	314.0
568.0	983.0	570.0	988.0
731.0	464.0	728.0	462.0
13.0	48.0	11.0	40.0
473.0	935.0	468.0	936.0
645.0	522.0	649.0	529.0
66.0	512.0	66.0	518.0
565.0	927.0	573.0	926.0
807.0	259.0	812.0	266.0
542.0	940.0	546.0	936.0
