# opt_x	opt_y	sar_x	sar_y
 4.3	70.0	 5.3	68.5
980.2	455.1	978.7	453.1
958.9	42.1	958.6	40.8
947.3	607.3	942.5	604.8
11.0	58.0	15.6	54.0
881.4	45.1	877.7	44.6
796.7	98.8	795.8	99.1
785.2	43.7	788.4	45.2
738.9	176.5	730.9	174.9
699.4	83.9	694.2	82.3
690.6	208.0	699.9	206.2
686.0	96.6	682.6	96.3
662.1	126.1	663.3	125.6
631.9	131.6	627.4	123.9
595.1	23.3	594.6	24.5
533.4	166.9	527.5	165.8
526.8	578.2	529.1	571.9
501.1	31.6	499.6	31.3
391.7	 4.1	391.6	 8.5
373.1	139.1	376.4	140.5
368.3	 3.4	372.1	 2.5
361.6	80.4	369.8	74.1
347.8	113.0	355.0	113.6
832.6	47.9	825.7	50.6
137.4	191.3	132.4	184.2
752.7	198.4	753.7	198.4
748.8	54.7	748.7	63.4
726.7	 5.8	733.6	 5.0
149.1	187.0	146.7	177.9
721.2	215.2	727.4	214.7
707.4	231.3	698.8	229.2
704.6	40.0	704.9	49.9
698.4	71.9	696.5	64.8
691.5	146.6	691.3	148.3
690.8	105.8	692.4	108.1
684.8	176.4	674.9	173.2
683.0	11.1	683.3	11.4
682.1	240.8	687.1	239.7
680.3	90.3	682.2	88.3
655.3	87.4	646.3	85.6
652.3	51.1	652.8	52.2
652.1	62.4	648.4	57.4
885.6	150.8	893.9	141.9
595.3	89.9	595.5	92.6
254.6	 6.0	250.0	 6.1
539.9	18.4	538.9	22.8
532.5	31.4	540.6	32.6
528.5	25.3	525.4	34.2
522.9	51.4	523.6	52.5
515.5	58.6	512.8	63.5
301.7	117.1	307.0	114.0
940.9	86.6	943.4	94.7
334.2	138.5	336.7	136.2
418.6	83.2	417.5	85.3
343.2	134.1	346.1	131.4
396.4	102.5	396.7	99.5
353.9	144.2	356.4	144.2
378.7	 3.7	380.1	 8.5
369.5	65.9	364.0	56.1
501.8	51.3	503.3	60.1
994.7	91.2	994.0	87.9
361.1	39.2	365.3	43.0
164.0	179.8	161.6	172.7
60.5	34.5	60.4	32.6
58.6	24.1	65.6	15.4
869.1	139.6	870.7	135.6
329.3	 7.6	331.2	10.7
681.5	224.7	683.9	220.6
912.7	210.0	908.4	207.3
267.9	20.4	262.3	21.4
547.2	32.2	541.6	40.0
41.2	32.3	40.4	32.1
794.8	193.5	784.9	192.8
784.5	223.7	777.2	225.2
884.1	233.3	884.6	226.5
613.1	96.2	613.2	98.5
33.6	47.5	36.7	45.2
699.5	46.8	692.0	51.4
777.6	31.9	773.8	31.3
11.0	 7.8	16.8	 6.4
350.5	139.3	352.7	136.9
901.6	69.8	898.6	77.4
31.4	71.8	38.1	62.4
606.6	122.8	611.3	125.4
753.6	172.3	759.6	164.0
690.5	115.6	692.0	120.0
663.0	73.8	663.0	72.1
