# opt_x	opt_y	sar_x	sar_y
1019.5	14.9	1020.1	20.2
1018.0	161.2	1013.7	151.4
1008.3	60.4	1014.0	63.9
996.4	34.7	997.1	41.4
989.6	10.0	989.6	14.1
982.5	160.9	974.6	162.6
977.6	20.0	975.2	17.2
976.4	79.3	980.5	87.4
11.6	20.7	 7.8	15.9
973.0	60.5	971.8	54.1
952.6	150.4	947.8	143.3
946.6	50.1	939.3	46.8
937.6	147.1	937.5	145.0
913.4	77.4	916.6	71.4
772.0	67.8	762.4	74.3
52.2	45.9	46.0	48.6
53.5	91.5	58.0	83.9
692.7	74.0	702.4	83.6
60.8	490.2	55.3	482.9
690.7	126.3	687.5	126.2
686.6	13.8	687.7	11.9
684.5	125.8	679.3	126.6
684.4	 3.5	677.6	 5.1
661.7	769.5	664.7	769.4
73.6	10.2	65.6	15.3
95.2	46.4	90.1	50.6
102.0	84.3	100.9	85.6
105.4	140.2	96.9	146.4
109.7	115.8	104.9	113.1
114.2	33.5	118.3	26.4
463.0	153.4	461.1	148.9
123.5	47.6	130.2	54.9
420.3	163.6	421.4	160.9
390.5	136.4	395.8	143.1
387.0	117.9	392.3	116.2
139.2	143.6	132.1	137.7
302.2	100.8	306.2	97.3
301.5	116.7	296.1	106.9
300.6	109.2	301.2	101.1
157.7	157.6	160.2	148.1
256.7	136.5	264.8	134.0
250.7	158.6	256.4	148.9
233.6	134.7	231.6	129.8
200.9	79.9	193.0	84.9
188.0	64.3	185.1	74.0
182.3	157.4	178.6	147.8
205.1	59.3	203.7	50.6
310.4	167.8	319.1	175.5
986.9	62.9	986.1	53.9
86.5	23.7	92.5	23.2
929.7	126.5	931.4	130.2
291.9	118.7	285.3	125.8
620.7	15.4	617.7	10.8
430.9	124.9	437.8	116.7
965.4	151.0	964.9	153.8
1012.9	35.3	1011.0	33.3
990.6	148.7	993.1	142.4
949.1	88.7	945.9	92.1
660.0	62.4	669.5	63.9
188.6	38.6	179.7	40.8
491.3	142.7	483.9	136.3
