# opt_x	opt_y	sar_x	sar_y
220.0	22.0	218.0	22.0
111.0	73.0	112.0	72.0
210.0	17.0	212.0	17.0
200.0	85.0	202.0	85.0
174.0	65.0	174.0	63.0
180.0	192.0	181.0	193.0
355.0	176.0	357.0	176.0
525.0	58.0	524.0	59.0
887.0	150.0	889.0	150.0
886.0	235.0	886.0	233.0
254.0	263.0	253.0	262.0
224.0	346.0	224.0	344.0
42.0	260.0	42.0	259.0
488.0	353.0	486.0	353.0
534.0	507.0	533.0	508.0
963.0	436.0	965.0	436.0
93.0	763.0	93.0	765.0
434.0	530.0	434.0	531.0
491.0	662.0	489.0	662.0
700.0	611.0	700.0	609.0
798.0	655.0	796.0	655.0
21.0	861.0	20.0	861.0
207.0	781.0	206.0	782.0
431.0	831.0	432.0	831.0
277.0	958.0	275.0	958.0
731.0	936.0	730.0	937.0
669.0	789.0	668.0	788.0
589.0	851.0	587.0	851.0
611.0	792.0	611.0	791.0
904.0	865.0	905.0	865.0
