# opt_x	opt_y	sar_x	sar_y
17.0	244.0	17.0	243.0
206.0	170.0	208.0	170.0
40.0	160.0	39.0	160.0
226.0	96.0	226.0	94.0
43.0	189.0	43.0	187.0
158.0	60.0	159.0	59.0
24.0	136.0	24.0	138.0
335.0	116.0	335.0	116.0
502.0	228.0	503.0	228.0
618.0	70.0	617.0	71.0
567.0	215.0	566.0	214.0
230.0	361.0	230.0	363.0
105.0	369.0	107.0	369.0
440.0	407.0	439.0	407.0
432.0	451.0	433.0	451.0
743.0	283.0	742.0	283.0
579.0	459.0	579.0	459.0
899.0	444.0	898.0	444.0
960.0	431.0	960.0	433.0
780.0	482.0	782.0	482.0
1014.0	268.0	1013.0	268.0
815.0	454.0	814.0	453.0
1009.0	392.0	1010.0	392.0
97.0	570.0	97.0	572.0
413.0	516.0	413.0	516.0
302.0	613.0	302.0	613.0
502.0	548.0	502.0	548.0
341.0	585.0	340.0	586.0
661.0	528.0	663.0	528.0
610.0	514.0	610.0	515.0
682.0	727.0	681.0	727.0
675.0	713.0	675.0	712.0
595.0	671.0	594.0	670.0
750.0	618.0	749.0	617.0
563.0	608.0	564.0	607.0
892.0	596.0	892.0	594.0
892.0	747.0	892.0	746.0
876.0	763.0	874.0	763.0
848.0	765.0	849.0	765.0
949.0	694.0	950.0	693.0
525.0	856.0	523.0	856.0
527.0	932.0	526.0	932.0
716.0	882.0	717.0	881.0
564.0	999.0	566.0	999.0
902.0	903.0	901.0	902.0
774.0	849.0	774.0	847.0
