# opt_x	opt_y	sar_x	sar_y
94.5	775.5	94.5	773.5
40.5	886.5	44.5	888.5
776.5	392.5	774.5	385.5
635.5	364.5	638.5	366.5
571.5	928.5	575.5	931.5
543.5	980.5	538.5	981.5
304.5	848.5	303.5	843.5
30.5	972.5	30.5	974.5
104.5	753.5	99.5	756.5
65.5	778.5	63.5	773.5
294.5	931.5	295.5	931.5
587.5	602.5	584.5	604.5
795.5	 3.5	787.5	 3.5
990.5	51.5	992.5	46.5
936.5	56.5	932.5	62.5
196.5	920.5	201.5	913.5
614.5	760.5	610.5	763.5
32.5	889.5	26.5	887.5
691.5	614.5	696.5	612.5
177.5	828.5	183.5	824.5
984.5	462.5	985.5	466.5
910.5	796.5	911.5	804.5
13.5	713.5	14.5	719.5
149.5	48.5	153.5	52.5
160.5	369.5	163.5	372.5
360.5	917.5	360.5	925.5
652.5	720.5	653.5	719.5
911.5	114.5	916.5	113.5
442.5	287.5	442.5	280.5
396.5	510.5	396.5	502.5
239.5	805.5	241.5	805.5
678.5	813.5	670.5	809.5
576.5	612.5	575.5	612.5
642.5	565.5	646.5	563.5
853.5	979.5	856.5	980.5
185.5	841.5	189.5	842.5
73.5	430.5	77.5	435.5
191.5	788.5	190.5	786.5
313.5	992.5	310.5	992.5
722.5	129.5	723.5	130.5
686.5	794.5	687.5	800.5
284.5	957.5	277.5	960.5
106.5	487.5	107.5	494.5
426.5	294.5	422.5	298.5
641.5	975.5	643.5	973.5
349.5	854.5	350.5	852.5
634.5	506.5	635.5	500.5
96.5	816.5	97.5	815.5
831.5	613.5	829.5	611.5
553.5	1005.5	546.5	1001.5
698.5	572.5	694.5	565.5
808.5	934.5	800.5	930.5
461.5	732.5	463.5	739.5
280.5	822.5	279.5	823.5
433.5	178.5	437.5	174.5
329.5	1016.5	330.5	1015.5
264.5	82.5	265.5	75.5
877.5	684.5	879.5	682.5
978.5	67.5	973.5	62.5
473.5	94.5	469.5	91.5
244.5	 5.5	243.5	10.5
306.5	114.5	308.5	114.5
176.5	781.5	175.5	780.5
953.5	459.5	944.5	459.5
774.5	148.5	773.5	143.5
303.5	800.5	303.5	805.5
115.5	48.5	114.5	51.5
742.5	976.5	746.5	983.5
122.5	994.5	124.5	987.5
86.5	821.5	86.5	818.5
1017.5	448.5	1016.5	452.5
604.5	590.5	608.5	593.5
28.5	900.5	26.5	901.5
686.5	872.5	689.5	866.5
699.5	403.5	703.5	398.5
760.5	249.5	757.5	243.5
988.5	683.5	993.5	684.5
688.5	760.5	693.5	764.5
124.5	331.5	126.5	325.5
769.5	676.5	763.5	677.5
260.5	 6.5	265.5	12.5
764.5	332.5	764.5	324.5
769.5	467.5	767.5	474.5
175.5	302.5	178.5	309.5
360.5	1000.5	360.5	998.5
110.5	679.5	108.5	672.5
759.5	601.5	757.5	600.5
692.5	98.5	695.5	101.5
807.5	949.5	801.5	953.5
835.5	63.5	836.5	64.5
650.5	867.5	651.5	865.5
296.5	521.5	294.5	519.5
312.5	565.5	312.5	561.5
170.5	297.5	168.5	296.5
409.5	275.5	406.5	268.5
 5.5	716.5	 7.5	710.5
27.5	871.5	26.5	875.5
124.5	973.5	121.5	965.5
988.5	1005.5	980.5	1006.5
153.5	300.5	157.5	301.5
216.5	885.5	213.5	889.5
304.5	861.5	304.5	859.5
971.5	886.5	976.5	891.5
1006.5	686.5	1007.5	684.5
269.5	87.5	273.5	95.5
184.5	984.5	191.5	989.5
386.5	102.5	383.5	101.5
145.5	780.5	139.5	781.5
156.5	244.5	154.5	246.5
59.5	978.5	59.5	973.5
148.5	663.5	150.5	665.5
819.5	728.5	812.5	726.5
657.5	595.5	655.5	595.5
167.5	788.5	164.5	782.5
789.5	51.5	787.5	52.5
358.5	436.5	356.5	436.5
720.5	787.5	723.5	789.5
456.5	111.5	453.5	105.5
336.5	1016.5	337.5	1015.5
734.5	137.5	736.5	133.5
132.5	243.5	132.5	245.5
208.5	987.5	207.5	984.5
934.5	778.5	940.5	778.5
385.5	455.5	389.5	459.5
896.5	343.5	896.5	345.5
119.5	422.5	117.5	418.5
644.5	719.5	646.5	722.5
274.5	53.5	271.5	48.5
580.5	951.5	582.5	955.5
181.5	871.5	176.5	871.5
38.5	826.5	38.5	825.5
747.5	595.5	743.5	600.5
174.5	332.5	181.5	329.5
304.5	1018.5	305.5	1014.5
83.5	577.5	81.5	578.5
338.5	925.5	340.5	924.5
723.5	748.5	724.5	750.5
782.5	422.5	774.5	426.5
144.5	680.5	141.5	686.5
757.5	869.5	764.5	872.5
651.5	393.5	656.5	394.5
665.5	45.5	663.5	44.5
553.5	802.5	553.5	811.5
