# opt_x	opt_y	sar_x	sar_y
997.3	652.4	998.2	588.6
565.9	941.3	559.0	928.9
549.2	860.3	189.8	846.2
503.1	948.8	519.6	944.6
493.6	843.1	430.2	832.3
515.1	862.9	520.9	848.5
1006.4	993.7	1018.0	999.6
521.4	885.1	512.7	880.9
527.1	898.2	555.9	891.6
969.3	651.6	962.3	710.5
538.0	987.0	534.0	981.6
546.5	1013.5	519.1	1015.2
980.6	710.6	981.9	783.3
571.5	951.7	575.9	942.2
1017.9	611.6	1018.6	565.8
1000.9	700.5	1005.3	679.3
550.6	1003.8	554.0	1001.2
543.4	964.9	499.6	962.9
968.8	828.9	970.8	845.9
1011.1	544.0	1007.7	504.0
956.5	611.5	948.6	666.0
