# opt_x	opt_y	sar_x	sar_y
1020.9	160.1	1016.5	156.6
1020.1	328.7	1019.8	312.7
1016.3	169.5	1018.8	167.7
1016.2	429.7	1011.4	408.4
1014.9	399.0	1014.4	385.6
1014.9	175.6	1014.9	175.4
1006.0	399.9	1005.7	365.1
1004.9	482.7	1011.3	479.9
1004.7	562.4	1010.2	558.7
1003.2	504.2	1001.3	496.6
1002.9	160.8	1004.8	147.6
1001.5	192.1	1001.4	190.8
999.9	363.4	999.6	315.5
998.5	494.6	991.8	492.1
996.4	176.8	994.0	167.1
995.2	122.1	998.8	128.2
991.8	459.5	988.6	424.3
991.4	400.7	992.7	368.2
397.1	12.0	408.2	10.0
404.0	15.9	415.4	19.0
989.2	191.1	987.0	185.6
410.5	 5.9	429.3	 6.5
425.1	29.3	449.6	29.5
430.5	 7.0	446.1	 5.9
434.5	18.3	450.3	16.0
984.0	 6.6	989.0	13.2
445.7	 8.7	474.1	11.7
982.1	185.6	979.1	183.5
981.6	192.6	980.0	203.6
981.3	138.8	977.3	135.9
452.7	 3.5	465.1	 5.0
979.3	86.3	979.5	75.0
976.5	195.1	972.9	195.9
975.9	398.5	973.1	380.1
467.0	38.0	478.8	39.9
974.0	79.1	971.2	72.6
476.4	55.9	493.4	57.8
971.2	21.0	971.2	23.6
970.7	199.6	966.7	212.3
968.9	80.2	965.6	94.1
485.0	86.3	507.8	93.4
967.2	383.9	963.5	355.1
494.0	44.4	521.6	52.4
494.7	115.8	506.1	119.0
960.6	171.8	956.5	173.0
510.2	150.1	533.5	151.7
517.9	140.9	538.6	145.2
519.4	135.2	544.2	135.0
522.4	 8.1	543.4	11.2
525.1	119.4	540.9	116.3
536.1	27.7	569.0	27.7
542.1	126.7	568.0	133.1
937.3	 5.0	938.5	20.0
548.5	13.4	591.0	16.0
933.9	46.3	943.4	47.6
560.6	10.0	603.2	11.8
560.9	19.9	578.4	24.0
568.1	28.5	596.6	27.5
570.9	109.5	597.0	111.8
924.7	30.4	924.0	39.1
575.8	38.9	589.3	36.8
578.8	56.9	616.0	59.2
582.9	48.2	603.8	50.9
912.3	221.2	902.2	220.6
599.6	51.9	631.8	56.0
601.4	41.7	665.8	43.2
603.0	35.9	638.4	39.5
603.8	81.5	639.2	95.5
604.7	243.6	630.5	251.2
606.0	48.0	661.2	52.1
608.4	53.3	669.3	57.9
893.7	221.5	894.9	226.9
623.9	126.2	639.0	136.2
633.0	98.3	680.9	105.8
877.6	21.2	877.3	23.2
875.3	31.7	882.1	39.6
636.8	120.6	682.5	123.2
873.1	258.6	866.8	267.8
866.3	100.5	860.4	114.4
645.1	289.7	662.7	299.8
845.6	235.6	843.5	235.4
837.4	23.0	830.5	31.1
831.4	238.7	826.6	238.6
829.1	42.6	834.8	54.7
822.4	30.8	829.2	44.2
808.1	140.1	803.0	141.6
805.1	580.4	802.5	575.8
694.0	240.3	684.9	234.1
696.7	31.2	729.5	40.2
791.1	145.5	792.8	155.8
708.8	247.2	728.8	243.7
775.6	52.4	847.5	64.3
712.2	19.8	773.2	26.7
773.2	123.2	790.9	130.5
726.2	15.0	776.4	19.7
565.0	46.3	589.7	46.5
960.6	178.1	951.0	188.1
646.4	141.2	662.4	146.0
995.8	574.9	997.2	569.2
989.4	377.7	988.0	336.6
774.8	64.5	796.2	76.3
937.7	82.0	924.9	85.9
956.7	90.7	954.5	96.2
693.6	158.5	707.4	177.5
674.3	77.1	742.8	91.9
1009.6	79.6	1008.7	82.0
999.7	94.6	995.3	92.3
684.8	110.7	693.5	115.2
937.5	231.4	933.4	247.1
626.0	120.2	645.5	122.6
455.1	25.8	476.1	30.1
1000.8	33.6	996.7	40.5
