# opt_x	opt_y	sar_x	sar_y
919.0	501.0	938.4	490.8
910.2	496.6	927.7	476.6
889.7	568.0	907.2	567.1
882.3	559.2	896.1	550.5
875.5	566.3	884.0	547.8
871.5	527.2	880.4	537.2
860.6	502.5	867.9	488.4
932.1	522.7	948.3	518.9
792.1	629.8	801.1	623.5
791.9	927.7	774.3	936.7
783.9	934.0	729.9	952.1
42.0	317.1	43.0	274.3
778.1	601.4	779.4	576.6
777.1	638.0	758.1	641.3
775.7	626.0	765.6	616.9
775.5	537.7	778.6	531.2
772.4	701.7	745.9	689.5
724.4	675.9	717.4	662.2
58.9	339.5	53.5	466.6
715.2	1016.4	589.7	1017.2
64.2	244.2	68.2	210.4
68.1	348.0	66.6	356.7
693.4	901.8	637.3	913.8
692.9	779.2	659.7	823.1
686.8	692.0	675.2	684.3
74.2	343.6	64.4	462.0
678.0	529.7	656.0	514.2
673.7	876.0	633.2	887.0
668.0	54.2	710.7	46.2
665.3	146.2	719.2	138.9
658.6	178.4	677.0	166.5
655.9	64.1	657.5	55.9
655.6	715.3	623.7	247.0
655.6	157.0	659.3	149.7
650.8	132.2	653.6	121.0
650.4	123.4	666.0	118.3
649.6	106.7	667.7	103.2
648.8	190.2	662.7	176.7
93.8	311.9	88.5	302.6
647.2	25.5	658.4	24.2
644.6	521.3	628.8	503.4
640.9	200.2	658.1	201.4
636.7	117.0	655.1	108.7
99.3	393.0	95.0	331.8
634.9	422.2	633.2	430.6
632.9	97.0	641.6	92.8
626.6	181.5	640.1	175.8
623.1	34.8	634.1	30.1
616.4	800.9	595.7	851.5
604.1	209.3	850.0	558.8
597.0	615.0	533.0	589.6
585.7	751.7	577.8	774.2
112.5	350.1	122.4	293.3
563.6	210.7	676.4	583.0
561.2	876.7	564.9	878.0
963.3	862.5	964.6	860.0
550.3	652.9	533.4	654.0
546.0	912.6	537.7	914.8
539.7	601.8	496.5	585.3
488.0	1012.7	526.4	1015.2
144.2	388.1	139.7	350.5
1003.5	965.1	1007.2	967.6
345.1	411.6	322.1	406.0
990.2	580.1	998.2	568.4
226.9	396.0	199.4	399.4
210.7	380.5	395.1	547.1
103.3	429.0	98.6	430.0
628.2	59.1	627.0	51.8
791.8	411.2	824.9	403.2
972.9	863.0	971.7	871.3
692.2	482.8	752.4	473.5
636.7	150.9	657.9	144.7
949.7	491.9	971.7	479.5
978.9	857.2	981.1	866.6
690.6	457.0	744.8	457.7
65.5	131.0	66.4	136.0
782.9	681.2	769.9	671.6
702.0	1005.1	620.4	1007.9
172.4	410.3	171.7	429.2
902.5	516.4	920.5	505.9
643.3	90.4	645.9	77.3
939.2	612.8	944.9	590.9
939.1	508.0	952.8	493.9
32.6	327.3	32.4	266.0
129.5	407.2	122.6	457.6
598.6	514.7	537.7	485.1
650.2	334.6	690.3	336.1
108.0	394.6	100.6	362.0
596.9	28.9	580.8	17.3
537.5	741.7	505.4	756.4
593.5	786.2	576.5	804.8
880.6	513.7	895.2	494.7
16.2	318.5	16.9	241.0
874.6	591.9	883.8	586.5
718.8	701.7	721.2	689.8
928.5	493.5	945.1	471.4
553.3	363.8	588.6	348.7
674.8	308.6	718.4	298.5
655.4	169.9	720.3	164.7
86.9	406.6	77.7	349.0
662.5	214.2	725.9	217.7
564.2	83.5	556.4	76.6
762.6	503.7	752.3	501.6
26.1	209.8	18.4	200.5
569.4	52.8	567.2	43.2
661.5	360.2	741.6	334.8
661.3	406.0	667.9	421.2
612.7	172.1	610.4	157.3
903.6	577.1	914.6	573.2
302.1	418.6	291.5	423.7
51.9	411.2	49.7	447.7
29.3	352.2	27.1	325.9
590.8	915.5	575.5	918.5
501.6	1020.8	528.9	1020.0
691.2	891.2	677.2	900.4
637.7	341.9	653.9	316.9
