# opt_x	opt_y	sar_x	sar_y
596.3	402.5	622.1	404.8
428.0	33.4	611.9	33.4
1008.7	988.1	1013.9	993.8
631.8	392.3	657.4	399.9
1006.7	487.5	1006.3	467.2
24.8	658.7	24.2	645.6
450.8	93.4	451.0	97.7
30.7	842.8	31.5	845.8
34.4	872.0	32.0	870.6
987.8	505.6	984.9	500.4
40.7	954.1	36.1	961.2
723.8	1013.8	690.9	1010.9
459.4	194.4	476.5	376.1
982.0	504.7	976.9	492.1
550.2	90.6	535.5	91.3
313.2	143.1	286.6	147.2
49.2	922.6	53.3	924.2
974.1	386.6	970.2	409.6
51.3	708.4	46.5	730.8
752.8	853.1	723.1	844.0
54.0	880.0	52.5	888.5
971.0	317.4	968.2	311.1
58.6	941.9	56.8	949.1
964.3	397.1	956.8	405.7
59.7	867.4	64.3	876.1
956.7	646.6	956.9	650.9
280.2	71.0	218.6	81.9
955.8	628.4	950.1	615.2
66.9	916.1	64.4	921.0
67.1	937.9	64.2	942.3
772.9	965.6	809.9	971.6
775.2	660.5	769.9	672.5
953.4	524.8	946.5	521.7
256.8	898.7	191.9	925.5
256.6	851.1	211.3	868.9
948.1	575.1	950.4	578.6
78.4	911.0	73.5	917.4
789.7	653.8	794.0	662.6
249.1	869.9	219.6	887.7
83.8	931.9	84.1	938.5
808.3	591.1	802.2	607.8
814.1	638.6	811.8	642.4
819.4	478.2	824.4	476.4
91.3	830.4	81.8	843.5
827.3	637.5	822.6	642.6
94.9	874.8	91.0	883.5
98.3	934.7	97.4	945.6
838.5	632.4	834.9	632.3
929.8	302.8	931.5	336.1
847.6	481.6	844.5	484.8
854.9	591.1	850.0	608.5
176.0	663.9	153.6	653.0
856.0	440.0	851.7	439.1
172.5	895.7	165.0	904.1
165.1	887.8	151.7	901.0
863.0	622.9	862.8	648.7
920.4	583.4	923.1	579.5
160.6	895.4	157.4	908.0
154.8	944.3	158.7	950.8
479.5	117.8	505.9	121.7
915.2	550.2	914.8	545.6
147.3	898.7	143.2	917.9
147.0	975.8	148.0	995.0
112.0	934.3	108.1	942.1
112.4	686.7	110.9	707.0
142.9	799.3	137.7	814.1
882.2	237.1	881.1	290.4
114.7	837.1	103.4	850.5
887.1	597.1	892.1	607.9
116.9	862.5	107.7	870.6
894.6	463.5	896.7	449.9
910.4	297.5	919.9	274.0
118.2	899.2	120.9	911.7
905.0	557.0	904.3	568.7
909.6	473.7	909.1	459.0
125.6	946.3	121.3	955.2
909.1	674.8	914.0	671.4
125.6	879.4	118.5	889.2
21.5	945.1	21.4	941.9
907.9	775.0	918.7	738.7
901.1	732.9	912.1	715.0
52.3	974.5	51.5	979.7
668.8	369.1	720.5	383.2
970.4	576.9	970.1	535.6
567.6	352.1	597.4	389.9
