# opt_x	opt_y	sar_x	sar_y
797.5	363.5	800.5	358.5
997.5	314.5	999.5	314.5
772.5	333.5	769.5	340.5
733.5	219.5	733.5	226.5
862.5	219.5	869.5	224.5
603.5	157.5	601.5	160.5
907.5	261.5	911.5	260.5
499.5	85.5	504.5	86.5
650.5	220.5	647.5	224.5
200.5	147.5	198.5	148.5
541.5	1011.5	538.5	1009.5
19.5	395.5	20.5	399.5
790.5	434.5	791.5	432.5
110.5	246.5	109.5	247.5
678.5	280.5	681.5	279.5
712.5	219.5	711.5	219.5
698.5	443.5	691.5	441.5
325.5	588.5	323.5	593.5
258.5	123.5	250.5	121.5
207.5	910.5	209.5	908.5
783.5	269.5	779.5	269.5
292.5	214.5	300.5	214.5
1003.5	272.5	1003.5	272.5
757.5	265.5	755.5	266.5
574.5	1000.5	565.5	1000.5
755.5	467.5	750.5	470.5
754.5	419.5	754.5	420.5
859.5	940.5	868.5	937.5
981.5	219.5	983.5	218.5
852.5	500.5	853.5	502.5
123.5	826.5	119.5	824.5
893.5	26.5	895.5	28.5
747.5	422.5	748.5	427.5
56.5	664.5	53.5	663.5
873.5	504.5	870.5	503.5
522.5	35.5	522.5	44.5
30.5	832.5	23.5	829.5
859.5	291.5	859.5	289.5
199.5	765.5	201.5	771.5
989.5	220.5	993.5	219.5
100.5	871.5	101.5	871.5
943.5	76.5	943.5	72.5
775.5	317.5	770.5	312.5
578.5	75.5	585.5	72.5
551.5	117.5	550.5	119.5
487.5	468.5	483.5	471.5
523.5	135.5	532.5	139.5
468.5	970.5	462.5	968.5
444.5	862.5	438.5	862.5
259.5	74.5	259.5	80.5
766.5	476.5	771.5	475.5
243.5	98.5	238.5	105.5
127.5	667.5	124.5	667.5
214.5	897.5	208.5	900.5
383.5	455.5	385.5	454.5
58.5	151.5	65.5	146.5
560.5	386.5	566.5	390.5
333.5	674.5	332.5	676.5
726.5	265.5	721.5	262.5
808.5	626.5	802.5	627.5
178.5	295.5	179.5	294.5
987.5	 4.5	987.5	 4.5
246.5	867.5	238.5	864.5
114.5	113.5	115.5	116.5
695.5	714.5	693.5	719.5
75.5	632.5	77.5	635.5
1001.5	350.5	1002.5	351.5
61.5	187.5	59.5	187.5
407.5	862.5	404.5	856.5
451.5	137.5	454.5	137.5
496.5	280.5	499.5	282.5
539.5	924.5	536.5	921.5
357.5	71.5	358.5	70.5
681.5	269.5	681.5	270.5
323.5	657.5	318.5	655.5
687.5	1004.5	680.5	1003.5
115.5	940.5	105.5	940.5
400.5	418.5	396.5	410.5
217.5	164.5	217.5	163.5
138.5	142.5	138.5	141.5
406.5	458.5	413.5	461.5
137.5	678.5	138.5	682.5
883.5	30.5	886.5	28.5
26.5	355.5	24.5	355.5
799.5	171.5	798.5	171.5
109.5	105.5	109.5	107.5
565.5	142.5	566.5	139.5
210.5	675.5	206.5	676.5
782.5	172.5	785.5	171.5
227.5	829.5	229.5	832.5
328.5	688.5	329.5	691.5
857.5	177.5	860.5	182.5
833.5	241.5	830.5	248.5
677.5	407.5	682.5	405.5
187.5	684.5	187.5	686.5
513.5	107.5	511.5	111.5
959.5	52.5	959.5	57.5
851.5	654.5	855.5	655.5
514.5	129.5	507.5	132.5
1005.5	250.5	1012.5	246.5
163.5	562.5	162.5	560.5
238.5	331.5	245.5	330.5
633.5	716.5	628.5	717.5
928.5	121.5	930.5	119.5
918.5	979.5	915.5	975.5
439.5	898.5	446.5	903.5
751.5	454.5	754.5	453.5
360.5	416.5	353.5	421.5
1011.5	210.5	1011.5	207.5
651.5	513.5	642.5	510.5
1011.5	195.5	1014.5	194.5
547.5	436.5	549.5	433.5
899.5	123.5	902.5	126.5
410.5	416.5	409.5	415.5
42.5	173.5	43.5	172.5
147.5	829.5	144.5	829.5
894.5	398.5	894.5	395.5
544.5	264.5	540.5	261.5
338.5	445.5	337.5	448.5
827.5	406.5	822.5	408.5
848.5	238.5	851.5	240.5
993.5	584.5	986.5	583.5
943.5	163.5	941.5	162.5
910.5	671.5	903.5	674.5
547.5	1016.5	552.5	1016.5
20.5	651.5	25.5	652.5
532.5	789.5	527.5	782.5
560.5	96.5	563.5	100.5
992.5	922.5	986.5	919.5
250.5	876.5	248.5	876.5
532.5	258.5	532.5	261.5
702.5	264.5	703.5	266.5
739.5	406.5	732.5	409.5
958.5	95.5	960.5	96.5
275.5	620.5	273.5	619.5
589.5	225.5	582.5	218.5
854.5	231.5	853.5	228.5
218.5	433.5	215.5	434.5
410.5	449.5	410.5	449.5
591.5	175.5	586.5	172.5
937.5	306.5	944.5	303.5
366.5	229.5	363.5	221.5
870.5	517.5	872.5	512.5
705.5	698.5	703.5	693.5
504.5	45.5	506.5	51.5
234.5	791.5	235.5	792.5
697.5	253.5	692.5	253.5
791.5	393.5	796.5	394.5
18.5	359.5	12.5	356.5
646.5	429.5	654.5	425.5
89.5	535.5	91.5	540.5
961.5	641.5	963.5	637.5
10.5	542.5	14.5	545.5
588.5	744.5	588.5	739.5
904.5	36.5	904.5	32.5
985.5	24.5	990.5	24.5
232.5	113.5	224.5	117.5
921.5	106.5	922.5	98.5
873.5	467.5	877.5	470.5
365.5	970.5	368.5	962.5
654.5	648.5	656.5	650.5
694.5	323.5	692.5	319.5
792.5	303.5	793.5	311.5
481.5	20.5	486.5	18.5
659.5	148.5	661.5	143.5
881.5	629.5	877.5	629.5
1000.5	224.5	1006.5	224.5
584.5	115.5	591.5	115.5
786.5	239.5	786.5	246.5
374.5	435.5	371.5	433.5
434.5	77.5	435.5	80.5
935.5	12.5	939.5	 8.5
600.5	983.5	601.5	976.5
424.5	438.5	421.5	437.5
918.5	130.5	914.5	135.5
418.5	643.5	417.5	648.5
967.5	16.5	970.5	15.5
421.5	823.5	416.5	823.5
555.5	243.5	555.5	243.5
368.5	427.5	365.5	424.5
463.5	366.5	463.5	370.5
40.5	376.5	38.5	377.5
529.5	319.5	527.5	319.5
419.5	511.5	421.5	509.5
219.5	679.5	225.5	676.5
894.5	365.5	895.5	363.5
559.5	183.5	567.5	180.5
52.5	612.5	54.5	607.5
656.5	252.5	661.5	251.5
421.5	444.5	421.5	445.5
19.5	313.5	20.5	313.5
1011.5	627.5	1010.5	630.5
124.5	49.5	125.5	49.5
714.5	114.5	719.5	112.5
694.5	222.5	697.5	226.5
