# opt_x	opt_y	sar_x	sar_y
135.5	712.5	139.5	710.5
287.5	139.5	288.5	138.5
403.5	29.5	400.5	22.5
377.5	65.5	375.5	66.5
150.5	690.5	157.5	691.5
614.5	534.5	621.5	533.5
756.5	718.5	760.5	726.5
416.5	61.5	421.5	65.5
178.5	699.5	178.5	697.5
545.5	758.5	544.5	756.5
120.5	392.5	116.5	393.5
219.5	287.5	213.5	290.5
923.5	467.5	928.5	461.5
273.5	188.5	270.5	181.5
382.5	84.5	376.5	90.5
243.5	169.5	240.5	171.5
984.5	703.5	991.5	701.5
442.5	 9.5	442.5	10.5
1004.5	488.5	1004.5	493.5
86.5	711.5	87.5	705.5
254.5	587.5	250.5	593.5
688.5	760.5	688.5	761.5
901.5	571.5	900.5	567.5
443.5	755.5	444.5	758.5
711.5	721.5	711.5	711.5
24.5	68.5	18.5	66.5
101.5	71.5	96.5	76.5
923.5	484.5	926.5	477.5
216.5	697.5	210.5	697.5
481.5	685.5	478.5	688.5
609.5	757.5	605.5	759.5
819.5	719.5	810.5	723.5
445.5	726.5	445.5	726.5
895.5	562.5	894.5	566.5
497.5	684.5	500.5	686.5
428.5	61.5	431.5	64.5
429.5	17.5	433.5	17.5
1015.5	419.5	1016.5	419.5
866.5	741.5	870.5	735.5
969.5	503.5	967.5	503.5
679.5	761.5	679.5	758.5
454.5	717.5	451.5	709.5
971.5	522.5	968.5	522.5
663.5	722.5	657.5	718.5
960.5	585.5	964.5	588.5
88.5	394.5	93.5	389.5
152.5	344.5	151.5	343.5
159.5	703.5	163.5	701.5
338.5	561.5	339.5	560.5
281.5	743.5	284.5	747.5
177.5	383.5	179.5	383.5
438.5	723.5	441.5	721.5
341.5	761.5	338.5	762.5
619.5	524.5	625.5	520.5
598.5	752.5	600.5	753.5
622.5	748.5	620.5	745.5
870.5	526.5	867.5	530.5
929.5	506.5	932.5	510.5
657.5	736.5	659.5	743.5
772.5	736.5	770.5	734.5
79.5	319.5	77.5	324.5
1009.5	502.5	1015.5	499.5
919.5	764.5	919.5	773.5
176.5	316.5	177.5	317.5
738.5	687.5	737.5	683.5
914.5	497.5	916.5	496.5
934.5	761.5	931.5	762.5
722.5	726.5	731.5	729.5
107.5	409.5	104.5	415.5
522.5	734.5	519.5	735.5
114.5	28.5	114.5	34.5
316.5	722.5	309.5	718.5
268.5	583.5	266.5	583.5
433.5	760.5	429.5	758.5
461.5	740.5	465.5	741.5
1016.5	506.5	1018.5	504.5
105.5	759.5	103.5	758.5
369.5	717.5	365.5	716.5
230.5	745.5	238.5	744.5
256.5	740.5	259.5	738.5
