# opt_x	opt_y	sar_x	sar_y
265.0	133.0	272.0	134.0
92.0	303.0	96.0	304.0
969.0	654.0	963.0	657.0
797.0	988.0	791.0	988.0
309.0	642.0	309.0	644.0
238.0	194.0	231.0	196.0
503.0	1019.0	498.0	1018.0
690.0	282.0	692.0	280.0
626.0	967.0	628.0	964.0
719.0	913.0	715.0	913.0
512.0	650.0	509.0	648.0
895.0	303.0	888.0	302.0
291.0	418.0	295.0	420.0
238.0	258.0	241.0	257.0
623.0	764.0	617.0	761.0
340.0	182.0	341.0	182.0
583.0	770.0	577.0	772.0
790.0	536.0	790.0	539.0
703.0	897.0	696.0	896.0
791.0	397.0	792.0	402.0
76.0	302.0	74.0	295.0
1015.0	391.0	1017.0	394.0
898.0	800.0	904.0	805.0
447.0	225.0	453.0	225.0
253.0	424.0	252.0	421.0
431.0	606.0	434.0	599.0
818.0	63.0	816.0	66.0
622.0	248.0	620.0	245.0
322.0	652.0	327.0	652.0
729.0	284.0	731.0	286.0
50.0	14.0	51.0	13.0
1007.0	361.0	1004.0	363.0
56.0	74.0	61.0	79.0
998.0	904.0	1003.0	904.0
444.0	524.0	446.0	526.0
896.0	767.0	890.0	765.0
736.0	87.0	736.0	85.0
735.0	946.0	736.0	949.0
736.0	191.0	732.0	191.0
720.0	370.0	714.0	371.0
948.0	426.0	950.0	424.0
646.0	688.0	644.0	694.0
923.0	729.0	923.0	730.0
930.0	929.0	928.0	929.0
694.0	670.0	700.0	675.0
559.0	628.0	564.0	627.0
724.0	710.0	725.0	707.0
550.0	565.0	547.0	560.0
1004.0	556.0	999.0	562.0
205.0	487.0	208.0	494.0
809.0	873.0	808.0	876.0
801.0	277.0	802.0	282.0
599.0	1001.0	594.0	996.0
814.0	638.0	812.0	634.0
475.0	305.0	482.0	308.0
92.0	539.0	96.0	537.0
786.0	531.0	787.0	525.0
134.0	616.0	136.0	616.0
539.0	561.0	541.0	560.0
323.0	480.0	328.0	485.0
810.0	143.0	813.0	150.0
600.0	760.0	604.0	763.0
521.0	759.0	525.0	763.0
13.0	546.0	10.0	544.0
912.0	333.0	915.0	336.0
417.0	594.0	421.0	593.0
783.0	537.0	779.0	538.0
629.0	805.0	637.0	805.0
210.0	162.0	212.0	166.0
245.0	759.0	251.0	754.0
883.0	365.0	883.0	360.0
757.0	654.0	761.0	651.0
40.0	636.0	34.0	641.0
334.0	143.0	330.0	147.0
448.0	199.0	446.0	200.0
459.0	438.0	462.0	432.0
469.0	453.0	470.0	455.0
223.0	882.0	227.0	876.0
732.0	542.0	726.0	543.0
747.0	646.0	749.0	642.0
407.0	585.0	402.0	587.0
607.0	804.0	610.0	806.0
536.0	311.0	539.0	309.0
1008.0	875.0	1003.0	876.0
142.0	90.0	138.0	88.0
112.0	82.0	112.0	84.0
662.0	172.0	658.0	174.0
234.0	565.0	234.0	573.0
1009.0	117.0	1013.0	112.0
93.0	639.0	94.0	635.0
336.0	164.0	335.0	171.0
779.0	644.0	779.0	652.0
488.0	258.0	491.0	252.0
314.0	165.0	310.0	168.0
877.0	134.0	876.0	135.0
960.0	205.0	958.0	201.0
249.0	331.0	252.0	327.0
336.0	107.0	335.0	109.0
241.0	264.0	241.0	269.0
205.0	762.0	209.0	766.0
75.0	152.0	78.0	158.0
690.0	583.0	688.0	576.0
740.0	723.0	744.0	724.0
259.0	838.0	262.0	837.0
156.0	522.0	155.0	523.0
70.0	280.0	77.0	283.0
72.0	865.0	75.0	870.0
284.0	535.0	282.0	541.0
97.0	204.0	98.0	206.0
613.0	554.0	614.0	554.0
85.0	653.0	91.0	657.0
436.0	129.0	432.0	128.0
211.0	414.0	209.0	417.0
575.0	239.0	580.0	239.0
24.0	352.0	21.0	359.0
793.0	684.0	791.0	683.0
536.0	904.0	537.0	905.0
535.0	960.0	538.0	959.0
512.0	473.0	518.0	473.0
302.0	683.0	296.0	683.0
790.0	827.0	793.0	824.0
105.0	786.0	109.0	785.0
399.0	198.0	402.0	205.0
986.0	110.0	988.0	104.0
359.0	1001.0	362.0	1006.0
77.0	275.0	70.0	272.0
86.0	484.0	92.0	484.0
670.0	173.0	672.0	170.0
954.0	626.0	956.0	627.0
273.0	665.0	269.0	666.0
724.0	532.0	721.0	532.0
199.0	851.0	195.0	848.0
790.0	252.0	791.0	247.0
867.0	866.0	860.0	863.0
611.0	169.0	607.0	171.0
633.0	251.0	631.0	251.0
835.0	30.0	829.0	26.0
559.0	1014.0	555.0	1012.0
706.0	696.0	704.0	694.0
261.0	496.0	263.0	496.0
682.0	919.0	679.0	921.0
811.0	133.0	810.0	128.0
466.0	991.0	463.0	997.0
773.0	854.0	770.0	851.0
88.0	41.0	83.0	36.0
623.0	254.0	620.0	255.0
288.0	663.0	291.0	662.0
697.0	273.0	702.0	279.0
833.0	973.0	839.0	971.0
750.0	267.0	751.0	265.0
740.0	1005.0	745.0	1005.0
82.0	50.0	84.0	50.0
732.0	294.0	732.0	301.0
363.0	276.0	367.0	279.0
130.0	77.0	131.0	79.0
484.0	700.0	483.0	704.0
731.0	271.0	733.0	273.0
603.0	223.0	601.0	221.0
764.0	236.0	769.0	242.0
484.0	977.0	487.0	981.0
511.0	770.0	518.0	769.0
180.0	634.0	180.0	629.0
177.0	429.0	181.0	433.0
457.0	85.0	453.0	83.0
797.0	97.0	793.0	92.0
651.0	571.0	652.0	576.0
973.0	168.0	971.0	165.0
952.0	322.0	949.0	318.0
298.0	712.0	303.0	714.0
563.0	497.0	558.0	499.0
286.0	736.0	290.0	733.0
959.0	640.0	959.0	647.0
988.0	725.0	981.0	724.0
57.0	227.0	54.0	227.0
872.0	327.0	870.0	320.0
385.0	819.0	386.0	815.0
260.0	739.0	266.0	741.0
126.0	469.0	130.0	473.0
210.0	428.0	215.0	428.0
724.0	778.0	718.0	783.0
365.0	207.0	369.0	212.0
182.0	870.0	184.0	866.0
195.0	328.0	201.0	323.0
670.0	716.0	677.0	714.0
811.0	567.0	813.0	569.0
308.0	280.0	302.0	281.0
444.0	206.0	441.0	206.0
335.0	637.0	333.0	637.0
740.0	927.0	735.0	929.0
207.0	795.0	206.0	800.0
304.0	364.0	310.0	364.0
616.0	711.0	610.0	716.0
847.0	41.0	846.0	42.0
27.0	564.0	31.0	566.0
275.0	780.0	271.0	779.0
596.0	538.0	589.0	535.0
768.0	923.0	771.0	923.0
123.0	753.0	118.0	759.0
465.0	804.0	466.0	806.0
19.0	530.0	19.0	533.0
563.0	114.0	569.0	114.0
769.0	638.0	773.0	637.0
956.0	852.0	958.0	854.0
335.0	713.0	335.0	708.0
840.0	578.0	840.0	576.0
39.0	368.0	38.0	373.0
545.0	533.0	543.0	529.0
657.0	211.0	654.0	206.0
851.0	861.0	856.0	859.0
138.0	520.0	138.0	522.0
63.0	685.0	68.0	681.0
152.0	869.0	150.0	872.0
178.0	30.0	179.0	25.0
704.0	612.0	706.0	613.0
825.0	997.0	826.0	991.0
297.0	752.0	291.0	755.0
160.0	623.0	161.0	627.0
39.0	258.0	41.0	253.0
636.0	619.0	637.0	622.0
695.0	772.0	689.0	767.0
412.0	208.0	416.0	203.0
586.0	688.0	593.0	689.0
714.0	598.0	718.0	598.0
973.0	630.0	975.0	633.0
634.0	518.0	637.0	518.0
143.0	112.0	149.0	109.0
591.0	54.0	594.0	56.0
881.0	497.0	876.0	494.0
454.0	204.0	454.0	206.0
189.0	416.0	188.0	419.0
229.0	730.0	231.0	734.0
390.0	309.0	387.0	304.0
577.0	933.0	579.0	934.0
841.0	58.0	837.0	54.0
57.0	13.0	58.0	12.0
630.0	391.0	633.0	396.0
749.0	 2.0	751.0	 3.0
531.0	697.0	528.0	702.0
32.0	271.0	38.0	268.0
469.0	521.0	467.0	526.0
672.0	998.0	674.0	996.0
593.0	773.0	592.0	774.0
583.0	960.0	579.0	960.0
323.0	693.0	319.0	693.0
676.0	345.0	671.0	349.0
843.0	333.0	839.0	330.0
1009.0	174.0	1015.0	176.0
975.0	398.0	976.0	396.0
475.0	595.0	476.0	601.0
747.0	958.0	752.0	957.0
989.0	929.0	990.0	929.0
262.0	490.0	268.0	491.0
874.0	217.0	873.0	222.0
610.0	200.0	613.0	202.0
756.0	520.0	757.0	523.0
112.0	494.0	109.0	498.0
868.0	674.0	873.0	675.0
999.0	213.0	995.0	211.0
742.0	278.0	739.0	282.0
122.0	489.0	123.0	496.0
791.0	916.0	799.0	916.0
118.0	63.0	120.0	64.0
386.0	292.0	383.0	299.0
581.0	743.0	587.0	744.0
888.0	829.0	888.0	832.0
334.0	697.0	338.0	698.0
