# opt_x	opt_y	sar_x	sar_y
95.0	149.0	95.0	146.0
194.0	181.0	194.0	177.0
67.0	130.0	69.0	133.0
112.0	203.0	114.0	202.0
31.0	184.0	31.0	184.0
30.0	112.0	30.0	115.0
74.0	18.0	72.0	15.0
94.0	96.0	96.0	95.0
11.0	108.0	13.0	105.0
509.0	85.0	507.0	83.0
385.0	212.0	388.0	212.0
441.0	183.0	444.0	181.0
440.0	68.0	438.0	70.0
423.0	223.0	424.0	221.0
372.0	102.0	372.0	102.0
355.0	184.0	354.0	187.0
382.0	99.0	382.0	100.0
707.0	234.0	707.0	233.0
701.0	113.0	702.0	114.0
629.0	154.0	630.0	156.0
638.0	105.0	634.0	105.0
580.0	40.0	580.0	39.0
739.0	20.0	738.0	22.0
600.0	130.0	602.0	128.0
684.0	21.0	687.0	21.0
950.0	115.0	953.0	115.0
803.0	158.0	802.0	157.0
924.0	201.0	921.0	203.0
943.0	29.0	942.0	27.0
944.0	197.0	947.0	197.0
844.0	194.0	843.0	191.0
1004.0	172.0	1001.0	172.0
858.0	81.0	858.0	80.0
790.0	115.0	789.0	114.0
64.0	446.0	63.0	445.0
56.0	429.0	56.0	431.0
146.0	313.0	144.0	313.0
74.0	457.0	71.0	455.0
187.0	311.0	187.0	311.0
93.0	447.0	91.0	449.0
66.0	461.0	70.0	461.0
56.0	371.0	55.0	371.0
369.0	466.0	370.0	463.0
370.0	474.0	371.0	474.0
491.0	462.0	489.0	465.0
454.0	441.0	451.0	441.0
383.0	488.0	380.0	490.0
355.0	438.0	355.0	438.0
464.0	470.0	464.0	467.0
364.0	376.0	366.0	378.0
456.0	469.0	455.0	470.0
438.0	366.0	437.0	367.0
480.0	471.0	477.0	469.0
715.0	302.0	715.0	306.0
728.0	307.0	729.0	305.0
645.0	369.0	643.0	369.0
684.0	294.0	683.0	295.0
518.0	477.0	517.0	477.0
635.0	466.0	635.0	464.0
631.0	356.0	634.0	356.0
725.0	352.0	721.0	352.0
732.0	266.0	730.0	269.0
1002.0	340.0	1000.0	340.0
781.0	421.0	783.0	422.0
818.0	446.0	820.0	449.0
863.0	328.0	866.0	330.0
850.0	485.0	848.0	485.0
832.0	325.0	835.0	324.0
879.0	367.0	880.0	367.0
841.0	366.0	840.0	365.0
879.0	263.0	883.0	263.0
823.0	499.0	822.0	500.0
90.0	621.0	92.0	619.0
69.0	721.0	69.0	723.0
 8.0	690.0	 9.0	690.0
74.0	682.0	76.0	681.0
212.0	722.0	213.0	719.0
470.0	540.0	468.0	542.0
413.0	698.0	412.0	701.0
360.0	704.0	363.0	702.0
271.0	730.0	270.0	727.0
364.0	580.0	364.0	584.0
329.0	561.0	326.0	559.0
351.0	750.0	353.0	748.0
410.0	667.0	409.0	668.0
317.0	760.0	315.0	763.0
374.0	738.0	373.0	737.0
265.0	568.0	265.0	567.0
487.0	608.0	489.0	610.0
472.0	599.0	468.0	599.0
682.0	579.0	685.0	578.0
680.0	557.0	678.0	559.0
542.0	765.0	539.0	763.0
722.0	542.0	722.0	546.0
690.0	599.0	692.0	600.0
706.0	585.0	708.0	583.0
757.0	640.0	757.0	636.0
729.0	595.0	727.0	594.0
692.0	701.0	694.0	702.0
701.0	580.0	703.0	578.0
673.0	525.0	675.0	524.0
719.0	599.0	716.0	599.0
666.0	589.0	669.0	590.0
985.0	741.0	987.0	742.0
997.0	619.0	995.0	618.0
965.0	689.0	963.0	690.0
873.0	756.0	873.0	756.0
26.0	834.0	25.0	834.0
147.0	930.0	148.0	928.0
100.0	860.0	96.0	860.0
16.0	819.0	17.0	817.0
241.0	964.0	242.0	964.0
160.0	1019.0	159.0	1019.0
253.0	872.0	251.0	873.0
259.0	885.0	258.0	887.0
274.0	800.0	276.0	801.0
361.0	922.0	361.0	925.0
281.0	883.0	277.0	883.0
642.0	824.0	640.0	823.0
545.0	989.0	545.0	993.0
713.0	822.0	714.0	821.0
683.0	861.0	685.0	859.0
677.0	883.0	678.0	881.0
745.0	807.0	744.0	809.0
540.0	852.0	541.0	853.0
545.0	1009.0	542.0	1009.0
755.0	875.0	757.0	878.0
692.0	847.0	694.0	848.0
541.0	983.0	540.0	983.0
527.0	982.0	531.0	982.0
662.0	845.0	665.0	846.0
692.0	882.0	690.0	885.0
750.0	873.0	750.0	869.0
938.0	876.0	936.0	876.0
813.0	914.0	815.0	917.0
810.0	976.0	810.0	978.0
847.0	832.0	848.0	831.0
899.0	859.0	900.0	857.0
854.0	821.0	854.0	824.0
789.0	795.0	787.0	798.0
958.0	886.0	958.0	885.0
782.0	853.0	781.0	850.0
