# opt_x	opt_y	sar_x	sar_y
240.0	193.0	238.0	192.0
32.0	246.0	29.0	244.0
168.0	189.0	167.0	187.0
225.0	24.0	226.0	22.0
203.0	12.0	199.0	12.0
62.0	16.0	64.0	14.0
186.0	102.0	183.0	101.0
194.0	37.0	192.0	39.0
70.0	37.0	69.0	40.0
138.0	194.0	136.0	191.0
282.0	159.0	280.0	156.0
506.0	77.0	504.0	74.0
334.0	163.0	335.0	160.0
440.0	204.0	440.0	203.0
365.0	95.0	366.0	96.0
626.0	173.0	626.0	171.0
614.0	92.0	617.0	90.0
612.0	130.0	613.0	129.0
552.0	71.0	552.0	73.0
720.0	44.0	722.0	47.0
715.0	124.0	717.0	123.0
948.0	112.0	948.0	111.0
855.0	101.0	856.0	103.0
819.0	74.0	817.0	74.0
970.0	85.0	968.0	88.0
867.0	140.0	869.0	140.0
1003.0	45.0	1006.0	45.0
985.0	135.0	984.0	137.0
113.0	386.0	111.0	389.0
80.0	269.0	77.0	268.0
34.0	278.0	33.0	275.0
48.0	411.0	47.0	412.0
208.0	457.0	210.0	457.0
69.0	507.0	69.0	506.0
74.0	285.0	77.0	287.0
56.0	276.0	55.0	275.0
348.0	466.0	345.0	465.0
263.0	446.0	263.0	446.0
336.0	297.0	333.0	296.0
471.0	382.0	473.0	384.0
370.0	445.0	368.0	444.0
373.0	451.0	373.0	449.0
395.0	494.0	394.0	492.0
553.0	400.0	555.0	398.0
726.0	282.0	724.0	284.0
677.0	292.0	675.0	293.0
693.0	497.0	693.0	496.0
530.0	341.0	531.0	338.0
546.0	479.0	548.0	478.0
746.0	281.0	743.0	283.0
674.0	279.0	671.0	278.0
683.0	479.0	683.0	482.0
824.0	439.0	824.0	435.0
877.0	462.0	874.0	461.0
925.0	450.0	922.0	452.0
903.0	477.0	903.0	480.0
821.0	362.0	819.0	362.0
832.0	429.0	830.0	430.0
794.0	369.0	794.0	372.0
899.0	465.0	901.0	465.0
125.0	522.0	124.0	521.0
36.0	593.0	36.0	592.0
151.0	611.0	149.0	614.0
133.0	610.0	136.0	608.0
238.0	657.0	236.0	654.0
141.0	610.0	141.0	610.0
235.0	727.0	237.0	730.0
113.0	705.0	116.0	707.0
390.0	610.0	393.0	612.0
377.0	590.0	379.0	591.0
412.0	563.0	414.0	563.0
299.0	692.0	299.0	692.0
400.0	563.0	400.0	567.0
302.0	638.0	300.0	638.0
490.0	631.0	490.0	632.0
573.0	728.0	571.0	730.0
739.0	535.0	741.0	537.0
748.0	546.0	745.0	546.0
547.0	725.0	548.0	727.0
654.0	695.0	656.0	694.0
733.0	536.0	734.0	538.0
885.0	621.0	884.0	623.0
964.0	650.0	966.0	651.0
837.0	612.0	835.0	615.0
981.0	734.0	980.0	732.0
786.0	665.0	789.0	666.0
877.0	633.0	880.0	631.0
941.0	613.0	942.0	612.0
853.0	653.0	850.0	655.0
839.0	636.0	843.0	636.0
913.0	718.0	911.0	720.0
800.0	654.0	798.0	654.0
863.0	630.0	860.0	628.0
995.0	746.0	993.0	748.0
807.0	666.0	809.0	668.0
59.0	830.0	62.0	830.0
161.0	1010.0	160.0	1009.0
176.0	1023.0	176.0	1021.0
39.0	783.0	36.0	782.0
378.0	825.0	376.0	827.0
289.0	967.0	291.0	964.0
439.0	891.0	439.0	893.0
343.0	1007.0	344.0	1008.0
496.0	858.0	493.0	856.0
364.0	825.0	362.0	828.0
505.0	830.0	505.0	831.0
475.0	911.0	474.0	914.0
702.0	861.0	702.0	860.0
609.0	787.0	607.0	789.0
590.0	788.0	593.0	788.0
539.0	989.0	536.0	988.0
564.0	988.0	565.0	989.0
936.0	889.0	939.0	888.0
896.0	809.0	896.0	807.0
852.0	833.0	855.0	833.0
946.0	814.0	946.0	817.0
869.0	792.0	871.0	789.0
951.0	888.0	951.0	892.0
868.0	850.0	869.0	847.0
921.0	818.0	923.0	818.0
971.0	815.0	973.0	818.0
1002.0	884.0	1001.0	886.0
880.0	805.0	881.0	803.0
942.0	799.0	940.0	801.0
