# opt_x	opt_y	sar_x	sar_y
75.0	136.0	78.0	140.0
232.0	102.0	236.0	105.0
150.0	24.0	155.0	22.0
172.0	22.0	173.0	18.0
74.0	223.0	77.0	226.0
93.0	229.0	89.0	227.0
143.0	188.0	139.0	186.0
195.0	 7.0	195.0	 2.0
173.0	37.0	175.0	35.0
118.0	131.0	123.0	132.0
101.0	185.0	103.0	190.0
28.0	236.0	27.0	236.0
122.0	13.0	120.0	17.0
85.0	216.0	89.0	214.0
238.0	152.0	236.0	151.0
215.0	31.0	211.0	32.0
70.0	236.0	68.0	237.0
507.0	195.0	507.0	201.0
290.0	187.0	290.0	187.0
467.0	171.0	469.0	168.0
265.0	197.0	263.0	202.0
502.0	82.0	502.0	80.0
288.0	75.0	293.0	72.0
317.0	172.0	317.0	174.0
268.0	105.0	266.0	105.0
458.0	112.0	462.0	116.0
305.0	103.0	305.0	101.0
403.0	118.0	403.0	115.0
325.0	89.0	321.0	89.0
309.0	90.0	306.0	95.0
300.0	40.0	297.0	44.0
362.0	172.0	368.0	172.0
490.0	125.0	492.0	120.0
536.0	178.0	538.0	180.0
553.0	195.0	556.0	191.0
530.0	177.0	529.0	178.0
589.0	183.0	584.0	184.0
649.0	237.0	647.0	238.0
568.0	173.0	569.0	169.0
537.0	191.0	541.0	188.0
640.0	232.0	643.0	230.0
689.0	201.0	686.0	199.0
613.0	172.0	610.0	174.0
631.0	185.0	631.0	187.0
553.0	113.0	556.0	109.0
693.0	232.0	691.0	237.0
620.0	173.0	617.0	175.0
639.0	240.0	638.0	243.0
663.0	196.0	662.0	197.0
603.0	245.0	603.0	243.0
860.0	248.0	860.0	245.0
846.0	210.0	842.0	212.0
847.0	203.0	844.0	201.0
829.0	217.0	829.0	214.0
855.0	222.0	855.0	227.0
877.0	220.0	876.0	219.0
794.0	33.0	796.0	33.0
795.0	18.0	799.0	22.0
830.0	239.0	830.0	235.0
794.0	122.0	797.0	119.0
132.0	429.0	136.0	431.0
152.0	353.0	150.0	355.0
24.0	364.0	19.0	362.0
228.0	388.0	228.0	392.0
77.0	308.0	82.0	306.0
244.0	390.0	246.0	387.0
98.0	469.0	101.0	468.0
79.0	324.0	80.0	324.0
96.0	365.0	96.0	359.0
179.0	295.0	180.0	292.0
297.0	361.0	297.0	357.0
357.0	295.0	362.0	292.0
402.0	264.0	401.0	264.0
301.0	379.0	304.0	382.0
415.0	342.0	417.0	346.0
316.0	320.0	319.0	323.0
497.0	313.0	496.0	308.0
443.0	354.0	441.0	354.0
280.0	265.0	285.0	263.0
338.0	378.0	338.0	379.0
398.0	313.0	398.0	311.0
314.0	394.0	318.0	392.0
407.0	318.0	404.0	318.0
338.0	478.0	334.0	476.0
519.0	269.0	521.0	271.0
568.0	506.0	565.0	503.0
644.0	507.0	641.0	511.0
