# opt_x	opt_y	sar_x	sar_y
368.5	32.5	369.5	32.5
362.5	23.5	361.5	24.5
428.5	57.5	428.5	56.5
528.5	94.5	529.5	95.5
102.5	43.5	102.5	45.5
69.5	49.5	68.5	48.5
870.5	229.5	870.5	228.5
459.5	12.5	458.5	12.5
470.5	406.5	471.5	407.5
858.5	250.5	858.5	249.5
361.5	250.5	361.5	249.5
216.5	203.5	217.5	202.5
287.5	262.5	286.5	263.5
461.5	 5.5	462.5	 4.5
159.5	194.5	159.5	192.5
178.5	172.5	177.5	172.5
98.5	243.5	98.5	244.5
692.5	27.5	692.5	27.5
26.5	259.5	26.5	257.5
958.5	235.5	957.5	234.5
736.5	92.5	735.5	91.5
59.5	169.5	59.5	170.5
 7.5	154.5	 5.5	154.5
703.5	 8.5	703.5	 8.5
692.5	48.5	693.5	49.5
87.5	234.5	87.5	235.5
466.5	412.5	465.5	413.5
435.5	40.5	434.5	41.5
176.5	247.5	177.5	248.5
26.5	142.5	26.5	141.5
505.5	389.5	506.5	388.5
332.5	203.5	332.5	204.5
403.5	56.5	403.5	55.5
160.5	407.5	160.5	409.5
196.5	343.5	198.5	343.5
847.5	148.5	846.5	149.5
227.5	212.5	226.5	211.5
45.5	231.5	43.5	231.5
219.5	49.5	220.5	48.5
497.5	388.5	498.5	387.5
209.5	168.5	208.5	167.5
861.5	240.5	863.5	240.5
952.5	231.5	952.5	233.5
431.5	119.5	430.5	118.5
463.5	172.5	463.5	172.5
419.5	18.5	421.5	18.5
969.5	284.5	969.5	284.5
202.5	224.5	201.5	225.5
1018.5	257.5	1016.5	257.5
193.5	57.5	192.5	58.5
105.5	258.5	105.5	259.5
950.5	247.5	950.5	247.5
13.5	282.5	13.5	281.5
17.5	247.5	18.5	248.5
146.5	355.5	146.5	357.5
383.5	64.5	383.5	66.5
995.5	251.5	996.5	251.5
604.5	53.5	604.5	54.5
331.5	110.5	332.5	111.5
987.5	139.5	988.5	138.5
454.5	238.5	453.5	239.5
962.5	259.5	962.5	259.5
789.5	25.5	789.5	23.5
594.5	362.5	594.5	361.5
939.5	178.5	938.5	178.5
425.5	42.5	424.5	43.5
330.5	70.5	329.5	70.5
478.5	38.5	480.5	38.5
188.5	248.5	190.5	248.5
369.5	90.5	370.5	90.5
449.5	424.5	449.5	424.5
59.5	66.5	60.5	66.5
375.5	60.5	374.5	60.5
302.5	27.5	303.5	26.5
41.5	163.5	41.5	165.5
462.5	149.5	464.5	149.5
258.5	162.5	257.5	162.5
965.5	222.5	966.5	223.5
178.5	421.5	176.5	421.5
711.5	114.5	711.5	115.5
396.5	114.5	398.5	114.5
966.5	167.5	967.5	167.5
572.5	424.5	573.5	425.5
