# opt_x	opt_y	sar_x	sar_y
1012.5	507.5	1012.5	508.5
240.5	263.5	238.5	263.5
178.5	338.5	178.5	340.5
819.5	918.5	820.5	918.5
932.5	719.5	931.5	718.5
614.5	406.5	615.5	406.5
384.5	243.5	384.5	244.5
80.5	437.5	82.5	437.5
876.5	135.5	875.5	135.5
548.5	384.5	548.5	386.5
323.5	480.5	322.5	480.5
718.5	913.5	718.5	912.5
956.5	640.5	955.5	641.5
103.5	84.5	104.5	83.5
737.5	188.5	738.5	188.5
352.5	609.5	352.5	607.5
519.5	1012.5	520.5	1012.5
332.5	239.5	332.5	239.5
503.5	197.5	503.5	196.5
181.5	827.5	182.5	828.5
115.5	61.5	114.5	61.5
 7.5	 3.5	 7.5	 4.5
448.5	334.5	446.5	334.5
249.5	58.5	250.5	59.5
36.5	667.5	34.5	667.5
837.5	918.5	839.5	918.5
433.5	296.5	433.5	298.5
758.5	704.5	758.5	703.5
342.5	542.5	343.5	541.5
841.5	59.5	839.5	59.5
611.5	612.5	612.5	612.5
657.5	617.5	657.5	618.5
49.5	675.5	49.5	674.5
334.5	639.5	335.5	638.5
727.5	917.5	727.5	915.5
739.5	524.5	740.5	524.5
560.5	385.5	561.5	386.5
973.5	399.5	971.5	399.5
726.5	657.5	727.5	656.5
94.5	186.5	95.5	185.5
505.5	326.5	506.5	326.5
791.5	685.5	792.5	685.5
