# opt_x	opt_y	sar_x	sar_y
957.0	693.0	955.0	691.0
89.0	197.0	91.0	196.0
752.0	408.0	754.0	408.0
516.0	774.0	514.0	772.0
120.0	95.0	122.0	94.0
568.0	416.0	569.0	415.0
879.0	360.0	881.0	358.0
697.0	28.0	698.0	28.0
492.0	412.0	491.0	410.0
240.0	680.0	238.0	682.0
811.0	312.0	811.0	314.0
911.0	201.0	910.0	202.0
235.0	509.0	235.0	510.0
802.0	86.0	804.0	86.0
133.0	259.0	131.0	259.0
734.0	387.0	735.0	388.0
923.0	75.0	924.0	74.0
1003.0	481.0	1004.0	482.0
618.0	 6.0	621.0	 6.0
677.0	159.0	680.0	159.0
995.0	374.0	993.0	376.0
10.0	993.0	10.0	993.0
 2.0	90.0	 3.0	89.0
361.0	220.0	361.0	221.0
17.0	166.0	17.0	169.0
826.0	478.0	825.0	479.0
710.0	614.0	713.0	614.0
451.0	31.0	451.0	28.0
1018.0	182.0	1017.0	180.0
180.0	323.0	182.0	324.0
831.0	475.0	833.0	477.0
444.0	141.0	442.0	139.0
41.0	83.0	41.0	80.0
584.0	10.0	585.0	10.0
239.0	743.0	240.0	744.0
358.0	774.0	360.0	774.0
794.0	309.0	795.0	311.0
776.0	496.0	774.0	498.0
36.0	574.0	38.0	574.0
102.0	372.0	104.0	373.0
736.0	69.0	738.0	69.0
791.0	508.0	792.0	508.0
232.0	276.0	233.0	278.0
946.0	764.0	947.0	765.0
306.0	466.0	304.0	466.0
596.0	84.0	598.0	83.0
794.0	787.0	794.0	789.0
675.0	53.0	677.0	52.0
147.0	191.0	144.0	191.0
146.0	592.0	146.0	593.0
346.0	858.0	346.0	856.0
845.0	477.0	846.0	478.0
615.0	531.0	616.0	529.0
762.0	625.0	763.0	623.0
433.0	842.0	432.0	844.0
883.0	132.0	882.0	130.0
330.0	81.0	332.0	83.0
74.0	621.0	74.0	621.0
875.0	502.0	875.0	501.0
775.0	290.0	777.0	290.0
952.0	375.0	951.0	373.0
591.0	757.0	590.0	758.0
685.0	350.0	685.0	350.0
232.0	612.0	233.0	610.0
1014.0	171.0	1011.0	171.0
592.0	37.0	593.0	37.0
61.0	145.0	60.0	146.0
455.0	183.0	456.0	183.0
335.0	656.0	332.0	656.0
