# opt_x	opt_y	sar_x	sar_y
342.0	781.2	95.0	919.8
345.2	652.3	794.3	692.8
 6.8	903.0	509.0	184.8
350.6	778.1	261.1	752.6
351.8	806.5	990.2	665.3
373.1	833.7	165.9	944.0
375.5	673.2	641.1	324.9
384.0	793.8	352.2	770.8
384.0	684.4	81.6	332.3
389.4	444.3	256.7	265.1
315.4	881.6	376.0	784.0
394.6	179.8	192.4	185.4
28.4	681.7	822.4	785.8
400.8	756.3	461.8	14.7
410.4	114.0	403.0	176.8
302.0	522.1	245.5	1012.8
300.5	859.0	807.4	370.0
297.0	889.1	404.5	895.6
293.1	87.3	808.8	747.9
289.8	891.3	164.3	745.5
444.9	505.1	280.9	995.4
445.3	910.5	311.4	902.0
451.0	705.3	273.4	963.3
284.5	886.9	501.1	695.7
451.7	547.3	196.3	792.9
53.1	417.7	104.7	358.4
60.7	614.7	664.7	509.9
959.4	373.7	937.3	434.9
463.8	666.3	965.0	385.7
468.7	734.2	241.9	943.7
468.8	674.4	715.6	943.7
65.9	757.6	313.6	368.6
475.6	665.8	539.1	928.4
477.3	752.7	630.9	98.1
72.4	957.5	83.7	970.8
483.4	737.3	699.3	496.4
486.8	694.1	251.6	932.5
502.1	161.4	435.1	132.5
83.2	404.1	294.9	222.8
234.5	924.6	255.2	942.3
512.8	152.9	303.5	211.3
512.9	841.6	245.8	588.4
515.6	938.8	505.3	66.5
519.5	10.1	275.8	609.8
520.6	17.3	780.4	424.0
523.9	58.4	426.5	104.1
868.4	909.4	317.1	208.6
537.8	47.3	902.3	520.2
207.4	874.8	338.4	683.2
105.3	893.6	657.2	956.4
106.1	960.8	985.4	60.5
108.3	971.6	508.9	940.5
556.5	609.2	319.8	833.0
195.6	921.5	953.4	412.3
586.4	91.8	876.6	137.6
113.9	987.3	276.9	982.5
599.6	698.4	312.8	197.7
114.2	966.8	809.4	981.9
602.4	731.3	114.0	670.7
183.1	904.4	177.2	606.0
117.8	961.6	500.9	891.7
172.8	944.9	168.9	871.7
773.3	105.6	649.6	660.5
658.9	123.0	807.4	322.6
165.6	949.1	360.1	811.9
163.1	927.2	555.9	348.8
156.9	989.9	415.8	410.8
715.6	256.8	119.9	548.5
144.1	920.2	822.3	937.4
429.8	137.6	312.1	210.0
427.4	902.4	481.5	727.4
432.4	124.1	333.6	638.2
139.3	967.7	195.9	828.4
444.4	860.7	37.1	312.3
416.4	569.9	123.5	916.3
36.0	801.3	702.9	995.9
451.3	681.5	227.8	934.5
129.5	37.8	12.1	912.3
454.5	889.0	778.6	953.0
280.8	892.6	855.3	950.1
303.7	849.8	525.8	81.4
458.0	743.0	327.7	826.6
458.3	679.6	226.7	429.5
459.6	716.1	246.0	215.1
58.7	402.8	175.2	1013.5
463.5	689.6	926.1	391.1
774.1	323.2	426.6	192.3
638.6	262.4	371.3	146.5
958.4	448.6	810.5	419.6
468.8	717.1	455.0	681.4
613.8	600.1	140.6	491.9
177.9	973.0	117.9	939.7
116.6	455.7	52.3	636.6
472.4	591.9	422.5	289.4
66.4	392.5	374.9	435.1
608.0	733.5	999.6	489.7
189.1	1001.7	515.2	848.4
819.8	493.4	188.7	904.5
374.1	126.7	535.4	684.2
490.3	690.2	486.8	748.3
491.5	727.3	513.8	706.8
247.4	990.6	383.6	855.8
493.2	668.9	512.8	447.5
494.8	873.0	377.4	443.6
495.1	783.6	68.7	316.6
921.2	975.1	532.3	19.6
496.5	728.8	530.6	156.6
213.9	869.7	283.7	963.5
512.7	696.5	127.7	665.3
515.2	263.7	805.1	317.5
520.8	847.0	508.4	687.9
344.0	750.7	301.2	918.3
378.5	820.6	399.5	946.8
553.2	544.9	931.7	458.9
243.1	159.8	108.3	502.4
491.0	661.6	636.6	785.2
77.9	957.0	134.0	917.5
926.1	944.6	197.6	487.6
926.4	462.3	101.2	478.4
932.6	458.3	87.3	505.3
188.5	932.9	812.6	926.1
594.4	768.6	519.3	714.2
948.4	242.8	457.7	969.5
473.9	647.7	734.8	966.4
608.1	696.9	686.4	472.5
608.1	749.7	491.6	52.6
716.4	412.4	890.9	330.6
752.1	184.9	343.3	814.3
469.2	689.2	975.7	243.2
983.0	653.6	157.0	687.1
776.2	380.0	303.5	435.2
49.0	639.3	630.6	536.5
649.3	716.7	127.9	687.7
350.6	768.4	148.8	911.6
666.6	157.9	945.9	976.3
414.6	719.8	958.6	422.5
335.6	764.7	505.0	83.7
152.7	953.7	577.6	751.1
51.1	407.5	556.3	935.0
802.1	494.1	567.3	625.1
118.4	952.2	501.9	54.2
