# opt_x	opt_y	sar_x	sar_y
918.1	562.3	338.9	415.0
954.1	586.8	430.1	155.6
929.4	481.5	818.7	970.5
916.5	594.1	954.1	681.0
938.7	617.1	648.3	622.3
951.2	701.7	479.4	537.2
713.9	64.9	65.2	419.1
728.4	921.3	765.9	238.8
950.3	614.2	864.5	971.0
594.5	889.3	524.2	265.7
967.7	618.1	676.1	953.5
911.6	653.5	857.4	421.0
939.2	681.4	606.2	142.4
939.2	577.4	651.2	637.0
883.5	664.4	234.3	726.3
587.8	390.4	928.9	483.5
440.7	819.6	765.8	182.3
753.2	568.8	328.7	678.1
760.2	424.6	462.9	484.4
760.3	472.6	130.2	743.6
659.2	284.2	961.6	490.5
627.6	909.1	886.3	917.5
879.1	733.4	179.1	836.3
529.6	598.7	405.5	420.8
578.0	155.2	854.9	415.9
654.0	589.0	340.1	353.8
875.0	567.4	150.6	700.0
653.3	560.4	395.0	941.3
791.0	829.7	975.1	795.2
955.7	619.7	163.2	467.7
873.1	213.8	108.1	681.0
873.0	616.1	944.3	648.7
621.1	434.3	399.3	328.3
650.8	508.6	423.9	252.2
362.1	449.0	530.7	241.3
573.8	302.2	227.1	729.9
934.5	611.7	632.9	867.8
631.8	369.2	978.6	922.3
869.8	604.6	117.0	724.4
616.4	77.3	855.3	752.3
808.0	818.4	358.6	448.7
904.8	368.0	497.4	278.6
495.1	430.3	489.3	568.6
867.3	722.6	786.7	843.1
490.0	581.6	532.6	537.0
902.6	625.9	270.2	649.9
833.5	691.8	273.9	424.2
834.3	597.1	473.0	179.3
865.6	663.9	960.1	485.4
370.9	417.8	552.7	956.8
618.1	969.3	177.0	144.9
482.5	638.0	19.0	817.0
635.1	546.2	119.5	607.6
639.7	978.4	623.6	371.0
844.5	622.3	471.9	326.4
558.5	855.4	540.7	435.8
847.1	660.3	110.8	51.5
851.1	536.5	835.9	779.9
636.0	430.4	424.1	285.3
408.1	665.6	885.0	474.2
557.8	386.8	677.5	676.3
557.7	440.8	284.1	165.6
483.2	975.8	159.0	842.1
855.9	607.1	767.7	617.6
856.8	619.6	818.2	836.3
409.1	457.2	540.2	849.6
473.2	372.7	841.0	295.0
854.2	733.7	773.3	186.1
310.6	181.4	151.9	45.4
421.4	12.2	346.6	528.3
536.0	74.6	829.6	205.2
596.8	497.1	149.7	430.3
228.9	906.6	298.7	825.8
852.4	587.7	358.2	512.2
558.2	919.0	79.6	421.3
333.9	324.6	813.6	753.1
668.6	529.3	350.9	604.5
930.4	738.9	343.1	547.4
376.3	447.8	780.8	533.0
352.5	617.1	391.0	627.7
739.1	773.3	30.8	855.5
511.2	227.4	483.9	963.0
509.1	624.6	525.3	509.4
741.8	819.2	340.5	783.3
394.5	32.8	186.5	35.5
882.5	757.1	663.7	547.1
754.0	356.9	508.0	555.4
443.5	284.6	201.1	147.8
579.4	384.5	788.7	328.5
776.9	372.0	648.7	839.2
875.6	232.1	664.9	496.4
384.9	203.4	801.0	830.4
872.7	735.5	58.1	420.7
551.1	547.4	332.1	112.8
498.1	219.6	460.0	445.0
306.8	689.3	890.6	206.2
800.7	666.2	404.8	358.1
132.3	200.1	573.5	564.0
328.7	359.7	171.4	717.2
453.8	420.0	903.1	425.6
863.8	457.0	224.6	546.2
465.9	184.3	440.5	477.8
91.6	811.5	479.6	647.3
306.1	174.2	410.7	626.4
923.7	785.1	876.3	868.7
252.0	423.4	432.3	77.9
556.2	615.6	183.8	512.5
426.1	374.4	837.8	228.8
536.0	514.3	964.0	430.5
941.3	634.6	378.0	447.9
866.0	468.5	401.9	470.8
545.2	471.4	345.6	945.2
606.4	600.0	836.0	548.2
518.9	565.1	557.5	431.9
543.3	540.3	113.2	92.1
860.0	208.1	528.1	541.7
707.0	954.5	712.2	818.8
558.0	724.5	327.1	810.1
829.1	826.0	176.3	512.1
840.4	846.1	269.4	15.6
566.9	456.5	488.5	179.1
968.7	788.1	877.0	911.2
913.5	631.9	316.2	366.2
1015.4	584.9	781.2	447.2
888.9	514.9	615.2	724.4
344.6	949.7	833.1	372.3
720.2	361.6	434.4	500.1
345.6	433.9	401.5	834.7
366.6	138.7	862.8	335.2
672.2	934.4	508.0	425.9
823.7	569.9	529.3	850.6
610.4	433.4	830.4	197.4
727.1	467.8	500.8	90.3
888.4	491.9	773.2	878.2
819.5	326.1	854.0	183.3
348.5	 7.9	515.3	603.6
365.3	95.4	932.3	674.3
732.2	873.4	288.0	424.7
320.4	398.6	660.6	866.3
537.1	432.4	107.5	419.4
972.9	623.3	480.6	136.6
591.8	406.8	603.0	421.7
689.9	931.1	938.4	465.4
486.7	336.6	766.0	835.8
637.1	340.0	885.5	92.6
990.9	510.0	776.1	662.7
509.4	436.5	983.5	779.6
741.2	399.1	788.6	255.2
911.2	755.4	801.4	809.6
808.4	580.1	131.6	176.7
190.7	557.8	742.1	417.3
662.7	996.8	537.6	412.3
917.4	744.4	344.2	572.1
804.4	510.3	680.4	325.5
752.5	558.3	632.0	317.0
934.2	686.2	84.8	634.8
133.8	621.0	314.1	352.1
443.1	293.5	932.1	440.6
173.3	621.7	637.8	859.6
794.7	566.0	659.1	561.8
640.0	514.7	675.5	292.5
879.3	700.3	802.6	433.4
396.4	543.6	455.3	568.5
873.2	627.6	30.7	746.3
1013.1	826.3	563.4	932.1
499.6	576.3	524.1	422.7
793.7	530.7	907.5	601.0
479.5	31.3	679.8	282.9
773.1	960.1	417.3	702.1
290.4	652.7	347.2	813.5
777.1	892.7	237.2	915.7
788.6	870.1	414.7	555.2
484.7	724.1	239.6	585.4
876.0	477.5	355.4	669.1
786.3	906.2	452.7	653.0
561.6	341.5	941.8	244.9
897.8	630.7	528.9	553.9
784.1	526.3	941.2	406.6
55.0	793.0	347.0	770.5
788.2	835.6	292.7	682.5
934.4	744.2	551.3	423.0
332.0	396.6	112.5	59.9
965.6	611.5	924.5	223.5
380.5	62.6	214.4	103.1
654.8	836.0	337.1	957.8
865.0	658.7	402.2	565.6
997.5	608.4	700.3	876.1
448.4	446.3	514.0	86.1
929.9	815.5	182.3	604.3
360.3	956.2	613.9	638.0
579.0	306.3	312.0	336.7
500.9	137.9	850.8	227.1
768.5	830.4	244.6	89.8
794.5	405.8	188.6	396.8
658.2	35.3	175.6	440.6
449.3	129.9	337.4	522.3
767.3	806.8	1000.5	829.2
641.9	366.9	189.8	442.8
560.3	419.8	901.0	525.5
247.1	433.1	747.5	899.8
40.3	913.5	986.8	367.9
881.1	630.5	327.6	36.0
581.2	471.6	699.6	843.8
540.5	410.8	236.1	241.8
486.9	344.4	368.1	954.8
574.6	380.4	770.8	797.8
761.3	857.4	780.3	560.2
540.9	396.3	10.8	606.9
549.5	411.4	313.3	814.5
923.3	107.9	67.9	75.3
519.8	840.0	959.0	257.7
342.4	508.9	514.0	211.0
574.4	614.6	594.5	356.7
173.8	587.2	614.7	625.7
756.6	395.7	144.1	687.6
895.6	513.3	85.6	823.3
650.6	446.3	399.2	620.0
563.7	394.2	348.9	290.9
803.0	742.9	639.5	233.0
855.8	556.1	595.0	229.2
506.2	533.2	507.8	78.7
705.7	589.5	548.6	461.9
662.5	979.2	396.9	34.3
587.3	563.8	845.5	393.6
44.6	832.4	760.4	607.8
649.4	78.1	628.7	669.0
495.3	384.3	258.6	466.7
744.0	263.7	385.6	748.0
469.0	658.0	125.9	628.0
526.3	439.1	666.4	571.8
743.5	481.9	588.4	554.9
829.6	508.8	910.9	929.6
808.6	390.5	609.9	938.1
741.9	387.8	519.6	579.6
913.9	823.4	862.1	938.0
740.4	500.4	480.6	112.0
708.4	240.2	929.4	146.3
905.0	666.7	747.7	596.3
885.1	640.8	77.6	514.0
885.8	842.9	559.2	372.6
981.4	678.1	767.7	917.5
329.1	415.3	450.0	436.4
952.7	734.6	953.2	454.7
390.1	439.7	138.8	138.4
921.1	657.8	642.3	688.9
813.0	655.1	977.9	725.5
989.4	729.5	371.9	668.5
886.0	590.7	654.8	349.0
963.4	788.3	864.8	209.9
538.2	194.5	569.2	978.5
535.1	375.5	567.5	412.7
522.5	897.9	121.1	672.9
646.4	238.6	606.5	276.6
301.9	413.5	850.1	211.5
382.2	426.6	581.7	548.8
422.9	426.1	899.6	866.1
941.1	737.1	453.5	979.8
929.2	638.4	393.3	424.2
818.5	531.8	890.5	926.0
58.9	42.6	663.0	310.9
671.5	226.7	671.2	974.8
568.2	929.1	134.2	685.7
894.0	443.6	344.1	536.4
603.7	370.3	755.9	535.0
108.8	43.5	234.5	847.4
861.3	525.8	938.3	375.8
939.1	851.2	313.4	37.4
721.1	470.0	444.6	286.0
225.5	1002.7	639.3	447.5
946.1	787.6	328.4	490.3
381.8	440.4	351.0	632.0
984.3	806.5	274.1	919.7
718.8	585.5	627.5	625.3
860.6	564.3	756.3	907.5
821.9	295.1	765.3	75.0
453.8	874.9	847.4	263.1
506.8	574.7	262.5	847.4
439.7	640.4	667.6	252.7
966.0	700.8	951.2	526.5
381.2	32.9	178.8	825.6
292.7	426.9	117.7	665.1
991.6	824.1	659.2	655.8
554.3	392.2	207.2	457.8
707.4	520.6	782.9	574.9
713.3	83.5	762.2	852.6
587.8	668.8	495.7	615.0
867.8	628.5	453.1	47.8
887.7	509.1	88.6	814.4
952.7	819.9	422.7	458.6
915.6	689.4	536.8	43.8
