# opt_x	opt_y	sar_x	sar_y
989.6	350.7	660.3	678.4
981.8	768.1	940.6	62.2
976.8	769.4	56.5	170.6
975.7	762.2	635.8	614.5
969.5	828.6	292.5	307.1
35.4	596.9	212.4	963.8
955.8	672.7	327.4	944.9
950.6	794.4	587.2	70.9
944.6	751.7	821.3	648.1
933.9	699.3	217.7	98.0
933.0	831.7	553.1	379.0
931.0	145.3	665.7	240.1
928.8	98.1	747.2	961.6
924.0	613.1	716.1	704.3
910.5	503.1	796.6	413.9
899.4	78.8	965.5	921.9
898.4	121.0	162.4	62.3
887.0	86.3	596.0	676.6
74.7	980.3	588.6	789.2
876.7	93.9	556.0	735.4
874.7	725.3	377.5	942.4
76.7	156.8	965.5	939.6
77.9	93.2	944.8	797.6
870.7	86.3	174.7	109.9
870.7	93.6	65.3	107.6
91.5	37.7	22.7	234.7
93.5	980.5	607.7	951.0
841.9	832.5	304.0	171.0
95.8	87.7	797.5	851.7
836.2	922.9	144.4	57.4
826.5	824.5	926.3	618.3
816.2	706.9	103.4	240.3
816.0	777.0	833.0	621.0
813.9	10.7	168.3	48.5
811.2	770.7	34.7	223.0
810.9	795.5	598.2	612.5
800.7	798.5	919.0	478.4
128.2	56.0	670.9	655.6
797.5	793.2	243.5	921.0
795.2	801.0	658.4	660.7
794.4	812.9	927.9	845.9
790.3	919.3	684.4	738.6
733.6	985.6	654.1	251.7
727.8	933.2	32.2	242.4
718.7	723.9	544.6	943.5
181.0	45.6	820.1	657.8
710.5	39.7	829.1	65.2
710.4	742.5	495.1	938.3
703.2	733.1	956.6	941.9
702.2	687.1	78.2	130.1
189.4	253.7	239.3	220.9
698.9	779.9	586.4	606.4
694.0	781.9	589.8	602.1
691.0	777.8	943.4	89.6
688.4	69.5	910.3	526.6
682.8	783.1	542.3	642.6
680.0	774.0	33.7	149.8
679.4	95.9	698.9	619.4
679.0	762.2	940.5	800.3
677.7	863.6	591.6	776.3
676.8	779.0	502.1	962.7
671.2	802.7	600.9	593.0
669.9	98.6	960.3	885.0
668.9	720.7	726.6	643.9
668.4	714.4	761.0	906.3
666.4	675.0	712.8	891.7
666.2	807.5	101.6	606.0
666.1	693.7	539.2	696.0
663.3	698.5	67.7	91.7
659.8	678.3	140.8	134.2
659.6	714.4	536.6	956.9
659.1	695.0	113.2	139.4
657.4	683.6	712.4	656.6
656.0	709.8	935.6	326.9
656.0	689.9	687.7	570.3
655.5	123.0	537.0	765.7
653.0	755.7	427.0	848.5
653.0	654.5	692.0	582.2
652.0	20.1	10.9	899.8
651.5	704.2	562.6	750.9
237.3	674.8	575.8	614.1
651.1	789.8	137.6	69.1
650.7	833.7	878.0	969.2
650.6	694.5	692.7	629.5
646.7	724.7	678.0	935.1
643.9	864.3	336.7	529.4
642.1	767.8	451.4	482.8
640.1	660.2	224.3	300.8
638.8	742.6	484.5	864.7
633.7	675.8	527.2	734.1
633.7	87.6	600.8	914.5
633.2	772.0	415.8	848.1
632.3	764.0	900.6	84.7
631.5	777.2	536.5	115.0
629.3	722.6	888.8	730.9
628.2	714.9	656.9	668.3
625.9	124.3	578.1	772.8
623.4	718.6	44.8	165.3
618.6	695.8	755.7	652.8
618.1	583.6	682.6	920.6
618.1	758.1	763.7	665.0
609.2	762.8	736.7	617.6
607.6	700.6	362.7	818.9
605.5	767.3	645.6	513.1
605.0	571.6	700.8	556.7
604.4	775.7	134.8	143.6
280.1	979.6	528.0	907.4
597.5	744.4	351.8	850.6
596.7	766.0	866.0	823.8
591.7	620.8	614.8	627.2
587.7	769.0	167.4	73.6
586.6	884.7	34.6	249.1
582.4	731.5	914.4	1020.4
582.0	592.3	686.1	788.2
295.5	621.7	217.0	161.6
579.0	736.4	663.4	658.0
574.9	721.0	816.2	782.3
573.8	726.0	882.5	764.5
573.1	714.7	330.3	905.2
302.7	929.8	636.5	871.9
572.0	760.5	865.9	864.9
570.4	745.4	609.9	721.9
566.8	708.8	926.2	83.8
563.6	714.0	378.4	982.5
562.4	753.9	899.1	728.3
561.5	762.4	376.9	969.4
561.0	720.2	433.8	400.6
560.6	741.2	922.1	756.8
555.4	713.7	825.4	703.7
554.9	770.8	240.7	697.3
554.6	724.6	610.0	636.2
313.7	859.7	651.6	763.2
550.2	752.8	499.7	942.3
550.1	719.2	543.5	1018.0
539.1	988.4	711.9	107.1
531.3	780.4	369.6	803.7
325.6	962.4	317.5	807.0
526.7	989.8	959.2	363.6
504.1	887.8	951.6	299.9
476.4	738.7	266.8	955.8
340.5	716.7	664.3	746.9
468.5	869.1	826.0	709.2
463.8	1002.7	670.0	68.1
344.9	833.2	590.6	616.3
450.4	738.3	559.5	739.9
348.8	694.7	680.4	795.9
446.9	989.2	414.5	990.2
349.4	724.7	681.8	752.1
444.9	829.4	962.3	915.6
349.9	701.9	622.5	804.3
352.0	831.9	696.9	777.1
352.1	953.0	835.4	32.4
439.9	830.8	558.2	754.3
354.4	671.2	918.0	1016.1
357.4	696.9	224.3	756.2
362.1	692.3	613.8	793.4
423.1	805.1	969.9	906.2
422.8	874.5	662.3	590.9
409.6	704.2	679.5	319.8
396.2	732.0	71.2	187.2
379.6	706.5	168.4	67.8
683.3	103.5	658.5	494.9
878.3	717.6	680.4	627.6
